Loading parameters

Initial system energy
-102740.39344255207 kJ/mol

MD run: 10000000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
18.1%	1810000	1709.999999966658	-102291.38381503057	203.18205677619554	133	1:28:48
18.1%	1815000	1714.9999999665397	-102217.89100791607	201.83515671097476	133	1:28:44
18.2%	1820000	1719.9999999664215	-102495.36496047117	199.09734986781308	133	1:28:40
18.2%	1825000	1724.9999999663032	-102148.06444898713	199.32082611622428	133	1:28:37
18.3%	1830000	1729.999999966185	-102621.6963210241	203.32431632465423	133	1:28:33
18.4%	1835000	1734.9999999660668	-102543.04831023887	199.7241313015891	133	1:28:29
18.4%	1840000	1739.9999999659485	-101925.48525099037	200.68418204368342	133	1:28:26
18.4%	1845000	1744.9999999658303	-102093.41017239913	200.59537126691342	133	1:28:22
18.5%	1850000	1749.999999965712	-100841.10016626725	200.74952873536142	133	1:28:19
18.6%	1855000	1754.9999999655938	-102572.95913411444	200.19579215666886	133	1:28:15
18.6%	1860000	1759.9999999654756	-102363.21570752468	207.02906917399153	133	1:28:11
18.6%	1865000	1764.9999999653573	-102091.03826134093	205.00984191599906	133	1:28:08
18.7%	1870000	1769.999999965239	-102894.14914403949	203.31401532275441	133	1:28:04
18.8%	1875000	1774.9999999651209	-102645.0089121093	201.71719669597172	133	1:28:01
18.8%	1880000	1779.9999999650026	-101949.52949165227	200.2717642468801	133	1:27:57
18.9%	1885000	1784.9999999648844	-102134.84766286472	204.58814749432702	133	1:27:53
18.9%	1890000	1789.9999999647662	-102242.96694015292	203.43038265044567	133	1:27:50
18.9%	1895000	1794.999999964648	-102235.88687140727	199.84568260528377	133	1:27:46
19.0%	1900000	1799.9999999645297	-102552.27454165695	205.64429549321622	133	1:27:42
19.1%	1905000	1804.9999999644115	-101645.59720809618	197.4101320055022	133	1:27:39
19.1%	1910000	1809.9999999642932	-102754.80368501414	201.2416528508589	133	1:27:35
19.1%	1915000	1814.999999964175	-101967.40506172087	199.79099617940818	133	1:27:32
19.2%	1920000	1819.9999999640568	-102314.21497131605	199.98602892538844	133	1:27:28
19.2%	1925000	1824.9999999639385	-101352.69422040554	203.44986956035956	133	1:27:24
19.3%	1930000	1829.9999999638203	-101379.06469385047	204.22565609876915	133	1:27:21
19.4%	1935000	1834.999999963702	-102190.94567221543	204.62899367018866	133	1:27:17
19.4%	1940000	1839.9999999635838	-102576.6232714937	200.1150333606328	133	1:27:14
19.4%	1945000	1844.9999999634656	-102249.56526154978	205.04365991003718	133	1:27:10
19.5%	1950000	1849.9999999633474	-101240.95100165904	203.8822013643	133	1:27:07
19.6%	1955000	1854.9999999632291	-102213.53745891713	203.42239778452554	133	1:27:03
19.6%	1960000	1859.999999963111	-102376.99244671594	199.70311186734324	133	1:27:00
19.6%	1965000	1864.9999999629927	-102512.43329784041	203.68159765613953	133	1:26:56
19.7%	1970000	1869.9999999628744	-101906.05655346159	197.1938910562746	133	1:26:52
19.8%	1975000	1874.9999999627562	-102386.1340908981	201.5119422640498	133	1:26:49
19.8%	1980000	1879.999999962638	-102206.63804339338	198.86680249677497	133	1:26:45
19.9%	1985000	1884.9999999625197	-102167.58997729933	201.52223713475001	133	1:26:42
19.9%	1990000	1889.9999999624015	-102151.58243071195	201.1996652673405	133	1:26:38
19.9%	1995000	1894.9999999622833	-102645.13555627828	204.8820819141462	133	1:26:34
20.0%	2000000	1899.999999962165	-102210.3285238212	205.04418340016926	133	1:26:31
20.1%	2005000	1904.9999999620468	-101874.76331315562	202.6153035733947	133	1:26:27
20.1%	2010000	1909.9999999619286	-101939.44349538861	202.1787534065688	133	1:26:24
20.1%	2015000	1914.9999999618103	-102176.00599715114	202.16915993063134	133	1:26:20
20.2%	2020000	1919.999999961692	-102155.4516204535	197.4297417101709	133	1:26:16
20.2%	2025000	1924.9999999615738	-101372.311714713	197.98489210486588	133	1:26:13
20.3%	2030000	1929.9999999614556	-102161.74483560165	198.45790462735312	133	1:26:10
20.4%	2035000	1934.9999999613374	-102781.24271586258	201.88172468343836	133	1:26:06
20.4%	2040000	1939.9999999612191	-102303.33464057837	203.21027908577375	133	1:26:02
20.4%	2045000	1944.999999961101	-102179.36489463225	205.87467781996537	133	1:25:59
20.5%	2050000	1949.9999999609827	-102677.49137776392	202.35049108414353	133	1:25:55
20.6%	2055000	1954.9999999608644	-102218.58626616141	200.81010345448678	133	1:25:52
20.6%	2060000	1959.9999999607462	-102505.18671081075	201.48133710210138	133	1:25:48
20.6%	2065000	1964.999999960628	-101633.91197797842	199.8397152859516	133	1:25:45
20.7%	2070000	1969.9999999605097	-102536.09746562736	201.27523152277234	133	1:25:41
20.8%	2075000	1974.9999999603915	-101993.23484031856	204.25526925332767	133	1:25:38
20.8%	2080000	1979.9999999602733	-102010.0805636202	195.7189487351735	133	1:25:34
20.9%	2085000	1984.999999960155	-102389.77269674744	200.8651689390905	133	1:25:31
20.9%	2090000	1989.9999999600368	-102423.69248057064	200.0355288343976	133	1:25:27
20.9%	2095000	1994.9999999599186	-102720.04566988116	204.99095431640697	133	1:25:24
21.0%	2100000	1999.9999999598003	-102209.97475446435	201.67198993965067	133	1:25:20
21.1%	2105000	2004.999999959682	-102834.55266658915	202.85014414041024	133	1:25:17
21.1%	2110000	2009.9999999595639	-101827.01139244158	200.62888925275914	133	1:25:13
21.1%	2115000	2014.9999999594456	-102822.48054237012	202.96668992603534	133	1:25:09
21.2%	2120000	2019.9999999593274	-101913.43857770879	203.33869468548795	133	1:25:06
21.2%	2125000	2024.9999999592092	-102736.6766902702	202.47324593156023	133	1:25:02
21.3%	2130000	2029.999999959091	-101913.73664957192	203.35980146611993	133	1:24:59
21.4%	2135000	2034.9999999589727	-102012.61369657703	198.13500089740478	133	1:24:55
21.4%	2140000	2039.9999999588545	-101763.23109724047	202.26590086603042	133	1:24:52
21.4%	2145000	2044.9999999587362	-101977.40710240556	204.50604737537057	133	1:24:48
21.5%	2150000	2049.9999999590727	-101601.14141221391	199.7911542280366	133	1:24:45
21.6%	2155000	2054.9999999600914	-102521.2306003049	203.3757547197067	133	1:24:41
21.6%	2160000	2059.99999996111	-101944.85825759731	202.11041394864313	133	1:24:38
21.6%	2165000	2064.9999999621286	-102305.20462544495	204.453144653252	133	1:24:34
21.7%	2170000	2069.9999999631473	-102775.51555916853	201.22081867992364	133	1:24:31
21.8%	2175000	2074.999999964166	-102466.29160302132	206.8046869246686	133	1:24:27
21.8%	2180000	2079.9999999651845	-101929.14812041214	202.63407078862664	133	1:24:24
21.9%	2185000	2084.999999966203	-101891.87411253434	202.95226879320262	133	1:24:20
21.9%	2190000	2089.999999967222	-102489.06171898264	201.14710048846342	133	1:24:17
21.9%	2195000	2094.9999999682404	-102710.42861943645	200.41395415079083	133	1:24:13
22.0%	2200000	2099.999999969259	-102277.51785989478	200.99756495389076	133	1:24:10
22.1%	2205000	2104.9999999702777	-102780.13771646516	198.9782207607549	133	1:24:06
22.1%	2210000	2109.9999999712963	-101949.37268246524	196.37849722110525	133	1:24:03
22.1%	2215000	2114.999999972315	-101815.91502085887	204.6088587253865	133	1:24:00
22.2%	2220000	2119.9999999733336	-102566.0068062027	204.51995271552522	133	1:23:56
22.2%	2225000	2124.9999999743522	-101728.95698851626	203.1078871767296	133	1:23:53
22.3%	2230000	2129.999999975371	-102766.39718863601	199.55824392153926	133	1:23:49
22.4%	2235000	2134.9999999763895	-101980.88247127272	201.6394153075962	133	1:23:46
22.4%	2240000	2139.999999977408	-101999.50841510203	204.63018777774724	133	1:23:42
22.4%	2245000	2144.999999978427	-102349.35623072088	203.30204922368645	133	1:23:39
22.5%	2250000	2149.9999999794454	-102232.09658822091	200.7006317062761	134	1:23:35
22.6%	2255000	2154.999999980464	-102471.80157768447	199.47625842578339	134	1:23:32
22.6%	2260000	2159.9999999814827	-101671.9555507456	204.04743495039514	134	1:23:28
22.6%	2265000	2164.9999999825013	-102320.34899431793	200.44151677723076	134	1:23:25
22.7%	2270000	2169.99999998352	-102412.59281283943	199.8918482807261	134	1:23:21
22.8%	2275000	2174.9999999845386	-101937.70401039021	199.1928355233396	134	1:23:18
22.8%	2280000	2179.999999985557	-101962.74914033338	204.8533659903422	134	1:23:14
22.9%	2285000	2184.999999986576	-102427.57341467636	201.522174847822	134	1:23:11
22.9%	2290000	2189.9999999875945	-102857.85373805137	201.7145840546302	134	1:23:07
22.9%	2295000	2194.999999988613	-102536.86241769092	202.91712207138247	134	1:23:04
23.0%	2300000	2199.9999999896318	-102227.52794777695	200.17830402394296	134	1:23:01
23.1%	2305000	2204.9999999906504	-102739.03661034768	196.58835437944973	134	1:22:57
23.1%	2310000	2209.999999991669	-102399.06222266937	197.91881840879867	134	1:22:54
23.1%	2315000	2214.9999999926877	-102105.78917962685	197.9732320738474	134	1:22:50
23.2%	2320000	2219.9999999937063	-102005.00700474344	200.78567766702952	134	1:22:47
23.2%	2325000	2224.999999994725	-102377.52310559014	204.25937915509715	134	1:22:43
23.3%	2330000	2229.9999999957436	-102585.58126717899	202.68404395614863	134	1:22:40
23.4%	2335000	2234.999999996762	-101871.9225509814	200.34091670285812	134	1:22:36
23.4%	2340000	2239.999999997781	-102177.40379280597	198.84098045024757	134	1:22:33
23.4%	2345000	2244.9999999987995	-102447.37992353924	203.24185554903795	134	1:22:29
23.5%	2350000	2249.999999999818	-102241.54371585324	205.45297225784302	134	1:22:26
23.6%	2355000	2255.0000000008367	-101900.35491881752	202.83338563144898	134	1:22:23
23.6%	2360000	2260.0000000018554	-102123.91821930278	202.6710679277975	134	1:22:19
23.6%	2365000	2265.000000002874	-102575.31303678686	199.252853018776	134	1:22:16
23.7%	2370000	2270.0000000038926	-102322.65416046511	202.49576715149865	134	1:22:12
23.8%	2375000	2275.0000000049113	-101669.92152618011	200.62336563347014	134	1:22:09
23.8%	2380000	2280.00000000593	-102806.47581418836	200.33783224457514	134	1:22:05
23.9%	2385000	2285.0000000069485	-102432.9213227029	197.03272427304907	134	1:22:02
23.9%	2390000	2290.000000007967	-102427.97665342921	199.79383584779956	134	1:21:59
23.9%	2395000	2295.000000008986	-102587.73496192088	198.29976429034147	134	1:21:55
24.0%	2400000	2300.0000000100044	-101524.89441115456	204.23779109726044	134	1:21:52
24.1%	2405000	2305.000000011023	-101949.92143961554	200.99377939558522	134	1:21:48
24.1%	2410000	2310.0000000120417	-102320.80284321867	202.68092821499886	134	1:21:45
24.1%	2415000	2315.0000000130603	-102368.02977639437	200.9755060264625	134	1:21:41
24.2%	2420000	2320.000000014079	-102343.05915544461	204.89003869731587	134	1:21:38
24.2%	2425000	2325.0000000150976	-101701.34878428373	201.79042898244805	134	1:21:35
24.3%	2430000	2330.0000000161162	-102050.55520519149	199.12565917006717	134	1:21:31
24.4%	2435000	2335.000000017135	-101870.59448461328	201.4938261269285	134	1:21:28
24.4%	2440000	2340.0000000181535	-102359.12631664611	199.7886754514376	134	1:21:24
24.4%	2445000	2345.000000019172	-102308.69007708877	202.04752609120675	134	1:21:21
24.5%	2450000	2350.000000020191	-102167.417580734	198.895886994101	134	1:21:17
24.6%	2455000	2355.0000000212094	-102359.96207896946	205.59586955980967	134	1:21:14
24.6%	2460000	2360.000000022228	-102280.80718280701	202.17846394733544	134	1:21:10
24.6%	2465000	2365.0000000232467	-102403.21554280352	202.9278290998552	134	1:21:07
24.7%	2470000	2370.0000000242653	-102211.62644728785	200.89689133898088	134	1:21:04
24.8%	2475000	2375.000000025284	-102014.48444372648	204.00819636397944	134	1:21:00
24.8%	2480000	2380.0000000263026	-102741.68867473118	200.22556970180779	134	1:20:57
24.9%	2485000	2385.000000027321	-102856.68946381006	200.59764445188515	134	1:20:53
24.9%	2490000	2390.00000002834	-101692.32132422458	202.4266829022059	134	1:20:50
24.9%	2495000	2395.0000000293585	-103084.20812190417	196.28978374275817	134	1:20:47
25.0%	2500000	2400.000000030377	-102011.04404682992	199.1940273563813	134	1:20:43
25.1%	2505000	2405.0000000313958	-101881.37870729342	197.3172193247052	134	1:20:40
25.1%	2510000	2410.0000000324144	-102044.60201526387	201.01232672458536	134	1:20:36
25.1%	2515000	2415.000000033433	-102516.2541676024	203.2127559996837	134	1:20:33
25.2%	2520000	2420.0000000344517	-102084.26865771273	201.30877991756142	134	1:20:30
25.2%	2525000	2425.0000000354703	-101834.24437527172	207.4355348401118	134	1:20:26
25.3%	2530000	2430.000000036489	-102057.65868803207	198.79024076142386	134	1:20:23
25.4%	2535000	2435.0000000375076	-101946.70757889049	199.92459153372442	134	1:20:19
25.4%	2540000	2440.000000038526	-102152.54125942849	202.35281684930763	134	1:20:16
25.4%	2545000	2445.000000039545	-102534.79070374556	199.37220345593735	134	1:20:12
25.5%	2550000	2450.0000000405635	-102125.62641853187	198.78966730761718	134	1:20:09
25.6%	2555000	2455.000000041582	-102055.51787291095	201.22009075412853	134	1:20:06
25.6%	2560000	2460.0000000426007	-102786.61857222766	202.71355136178045	134	1:20:02
25.6%	2565000	2465.0000000436194	-102553.06831471389	198.64600627445535	134	1:19:59
25.7%	2570000	2470.000000044638	-102309.0032984661	197.96113624799534	134	1:19:56
25.8%	2575000	2475.0000000456566	-102221.14742295444	202.1826790413307	134	1:19:52
25.8%	2580000	2480.0000000466753	-102145.4956485331	200.42756514888694	134	1:19:49
25.9%	2585000	2485.000000047694	-102306.78125926806	202.78609049858113	134	1:19:45
25.9%	2590000	2490.0000000487125	-102790.48400694644	205.04039051850327	134	1:19:42
25.9%	2595000	2495.000000049731	-102442.865957011	202.18815626209485	134	1:19:39
26.0%	2600000	2500.00000005075	-102536.85571147827	203.3407637830988	134	1:19:35
26.1%	2605000	2505.0000000517684	-102361.93373708939	202.91156745638034	134	1:19:32
26.1%	2610000	2510.000000052787	-102544.62543225614	202.3898678361757	134	1:19:28
26.1%	2615000	2515.0000000538057	-101655.65637376625	197.76900370043592	134	1:19:25
26.2%	2620000	2520.0000000548243	-102411.18840508722	203.39586595496738	134	1:19:22
26.2%	2625000	2525.000000055843	-101880.43943748577	206.2523527720084	134	1:19:18
26.3%	2630000	2530.0000000568616	-102749.6666671834	204.76554446526697	134	1:19:15
26.4%	2635000	2535.0000000578802	-102006.78490081616	203.84622183276124	134	1:19:12
26.4%	2640000	2540.000000058899	-102247.68728373479	201.47399115078372	134	1:19:08
26.4%	2645000	2545.0000000599175	-102247.9096098924	203.2345211683569	134	1:19:05
26.5%	2650000	2550.000000060936	-102204.09696654836	202.64492577075936	134	1:19:01
26.6%	2655000	2555.000000061955	-101815.56111600064	200.21680698165284	134	1:18:58
26.6%	2660000	2560.0000000629734	-102216.2120001954	197.51302553163157	134	1:18:55
26.6%	2665000	2565.000000063992	-102287.41549015511	201.638081581935	134	1:18:51
26.7%	2670000	2570.0000000650107	-102594.81451931642	200.48161370692316	134	1:18:48
26.8%	2675000	2575.0000000660293	-102299.4637659979	202.4877598443393	134	1:18:44
26.8%	2680000	2580.000000067048	-102155.04408309935	201.02349996149937	134	1:18:41
26.9%	2685000	2585.0000000680666	-101518.91004992323	202.31469442876946	134	1:18:38
26.9%	2690000	2590.000000069085	-102461.96509559825	203.31003983155094	134	1:18:34
26.9%	2695000	2595.000000070104	-101896.71138887154	203.8375183767124	134	1:18:31
27.0%	2700000	2600.0000000711225	-102488.79915001616	202.61830854670825	134	1:18:27
27.1%	2705000	2605.000000072141	-102406.10633913102	201.4654306312153	134	1:18:24
27.1%	2710000	2610.0000000731598	-102494.17648159293	203.70842580922888	134	1:18:21
27.1%	2715000	2615.0000000741784	-101883.59279973758	205.1468273649404	134	1:18:17
27.2%	2720000	2620.000000075197	-102053.40032860357	201.8041875590489	134	1:18:14
27.2%	2725000	2625.0000000762157	-102126.37993550906	204.56999121688685	134	1:18:11
27.3%	2730000	2630.0000000772343	-102675.07802684046	204.79499072988074	134	1:18:07
27.4%	2735000	2635.000000078253	-102057.09814094892	198.35702418521498	134	1:18:04
27.4%	2740000	2640.0000000792716	-102010.93647689372	199.63748287979234	134	1:18:00
27.4%	2745000	2645.00000008029	-101957.5769508835	202.03953986195341	134	1:17:57
27.5%	2750000	2650.000000081309	-101928.47861850401	202.31538687938996	134	1:17:54
27.6%	2755000	2655.0000000823275	-102205.7417865633	196.0026255412394	134	1:17:50
27.6%	2760000	2660.000000083346	-102153.43759994581	199.08777782043998	134	1:17:47
27.6%	2765000	2665.0000000843647	-101941.67599822674	199.95432414064985	134	1:17:44
27.7%	2770000	2670.0000000853834	-102217.02365828585	205.38165894361342	134	1:17:40
27.8%	2775000	2675.000000086402	-102046.46296245093	202.08848370075796	134	1:17:37
27.8%	2780000	2680.0000000874206	-102411.6934253946	201.9123975177404	134	1:17:34
27.9%	2785000	2685.0000000884393	-101639.99490356864	203.3181616790104	134	1:17:30
27.9%	2790000	2690.000000089458	-102400.57998173917	201.4253948199248	134	1:17:27
27.9%	2795000	2695.0000000904765	-102922.50403566798	207.01618063741992	134	1:17:24
28.0%	2800000	2700.000000091495	-102587.67268000264	206.02103063729268	134	1:17:20
28.1%	2805000	2705.000000092514	-102378.83075839141	205.2993278059043	134	1:17:17
28.1%	2810000	2710.0000000935324	-102972.80140646826	202.04465273207217	134	1:17:14
28.1%	2815000	2715.000000094551	-102262.6872099461	201.2609669714285	134	1:17:10
28.2%	2820000	2720.0000000955697	-101948.52204162767	201.89768826231037	134	1:17:07
28.2%	2825000	2725.0000000965883	-102426.07467017695	204.12130725843863	134	1:17:03
28.3%	2830000	2730.000000097607	-103032.12293757871	198.26539706461273	134	1:17:00
28.4%	2835000	2735.0000000986256	-102308.04027771205	201.65425903180034	134	1:16:57
28.4%	2840000	2740.0000000996442	-102560.65919357724	204.05066401709797	134	1:16:53
28.4%	2845000	2745.000000100663	-102561.87347593578	200.44273218799373	134	1:16:50
28.5%	2850000	2750.0000001016815	-101925.71420535026	201.68385605811127	134	1:16:47
28.6%	2855000	2755.0000001027	-102446.90352976276	198.89906605993525	134	1:16:43
28.6%	2860000	2760.000000103719	-103040.17172607128	201.7206876427432	134	1:16:40
28.6%	2865000	2765.0000001047374	-102199.50626067305	204.45408593710937	134	1:16:37
28.7%	2870000	2770.000000105756	-102792.38771511568	201.31176846412112	134	1:16:33
28.8%	2875000	2775.0000001067747	-102276.15227174899	204.13311988736004	134	1:16:30
28.8%	2880000	2780.0000001077933	-101985.4578963751	203.01085037825231	134	1:16:27
28.9%	2885000	2785.000000108812	-101820.95219286159	200.44329815282848	134	1:16:23
28.9%	2890000	2790.0000001098306	-102387.93078154605	204.56878366892454	134	1:16:20
28.9%	2895000	2795.000000110849	-101950.37608567998	199.780201089148	134	1:16:17
29.0%	2900000	2800.000000111868	-102388.37425686186	203.86520100227196	134	1:16:13
29.1%	2905000	2805.0000001128865	-102309.06343557825	202.21885033104897	134	1:16:10
29.1%	2910000	2810.000000113905	-102561.0591450641	202.62149859721737	134	1:16:07
29.1%	2915000	2815.0000001149238	-102308.18959210953	200.36450594161	134	1:16:03
29.2%	2920000	2820.0000001159424	-102262.93290030677	196.76263113640414	134	1:16:00
29.2%	2925000	2825.000000116961	-101900.11677186191	201.51843006784924	134	1:15:57
29.3%	2930000	2830.0000001179797	-102029.65479650022	205.93393327774285	134	1:15:53
29.4%	2935000	2835.0000001189983	-101488.99924265966	203.52163468232928	134	1:15:50
29.4%	2940000	2840.000000120017	-102461.61295324843	201.9572558124437	134	1:15:47
29.4%	2945000	2845.0000001210356	-102092.79213529453	200.04832614650041	134	1:15:43
29.5%	2950000	2850.000000122054	-102777.1009167675	199.79598611847436	134	1:15:40
29.6%	2955000	2855.000000123073	-102495.6980187879	199.58090264728708	134	1:15:37
29.6%	2960000	2860.0000001240915	-102659.28510259418	200.14328026964904	134	1:15:33
29.6%	2965000	2865.00000012511	-102006.47559760045	205.11760755036758	134	1:15:30
29.7%	2970000	2870.0000001261287	-102295.57770211156	202.62064449720216	134	1:15:27
29.8%	2975000	2875.0000001271474	-102195.75873299548	199.49527659529284	134	1:15:23
29.8%	2980000	2880.000000128166	-101686.42025621561	200.49118472711038	134	1:15:20
29.9%	2985000	2885.0000001291846	-102048.66313684545	197.6542912673073	134	1:15:17
29.9%	2990000	2890.0000001302033	-102522.5922162137	204.12801203170474	134	1:15:13
29.9%	2995000	2895.000000131222	-102231.80594315333	196.9084576391058	134	1:15:10
30.0%	3000000	2900.0000001322405	-102645.82904006774	205.26125163488555	134	1:15:07
30.1%	3005000	2905.000000133259	-102114.22184619587	202.51163672907342	134	1:15:03
30.1%	3010000	2910.000000134278	-101936.24558918877	201.97337064772233	134	1:15:00
30.1%	3015000	2915.0000001352964	-102100.360398944	203.4198484254575	134	1:14:57
30.2%	3020000	2920.000000136315	-102321.98728228733	202.42944982808902	134	1:14:53
30.2%	3025000	2925.0000001373337	-101852.42951189447	202.5028727863498	134	1:14:50
30.3%	3030000	2930.0000001383523	-101844.04483740265	197.5183368598091	134	1:14:47
30.4%	3035000	2935.000000139371	-102229.75550593762	198.28245814450017	134	1:14:43
30.4%	3040000	2940.0000001403896	-102474.36639584461	201.923072102045	134	1:14:40
30.4%	3045000	2945.0000001414082	-102163.47207220132	203.04041181620678	134	1:14:37
30.5%	3050000	2950.000000142427	-102130.28936650418	201.70938816097114	134	1:14:33
30.6%	3055000	2955.0000001434455	-102639.30137987807	198.09970313686418	134	1:14:30
30.6%	3060000	2960.000000144464	-102160.11385687208	200.96664880831818	134	1:14:27
30.6%	3065000	2965.0000001454828	-102106.3247922156	198.1420302965382	134	1:14:23
30.7%	3070000	2970.0000001465014	-102228.3187402268	200.6648590717741	134	1:14:20
30.8%	3075000	2975.00000014752	-101951.31874186872	199.22026408722434	134	1:14:17
30.8%	3080000	2980.0000001485387	-102776.54304520739	202.41447388278493	134	1:14:13
30.9%	3085000	2985.0000001495573	-101993.43877465557	201.25932579862783	134	1:14:10
30.9%	3090000	2990.000000150576	-102617.86653618095	202.46925790320228	134	1:14:07
30.9%	3095000	2995.0000001515946	-102549.07924934756	207.06322739660246	134	1:14:03
31.0%	3100000	3000.000000152613	-102393.08690840052	201.60796201281823	134	1:14:00
31.1%	3105000	3005.000000153632	-102396.88434591983	207.68404038805255	134	1:13:57
31.1%	3110000	3010.0000001546505	-102280.5020873798	201.25282939470796	134	1:13:53
31.1%	3115000	3015.000000155669	-102681.42686158884	202.47501573681313	134	1:13:50
31.2%	3120000	3020.0000001566877	-102006.72589418059	203.14886919410748	134	1:13:47
31.2%	3125000	3025.0000001577064	-102805.41178907827	201.64204308772398	134	1:13:44
31.3%	3130000	3030.000000158725	-102639.6416370999	199.42618167137775	134	1:13:40
31.4%	3135000	3035.0000001597436	-101687.72960235644	201.5905082760925	134	1:13:37
31.4%	3140000	3040.0000001607623	-102426.28841358563	203.5247597144289	134	1:13:33
31.4%	3145000	3045.000000161781	-102223.67914161971	198.53627702496104	134	1:13:30
31.5%	3150000	3050.0000001627996	-102847.16983558564	205.19820862956217	134	1:13:27
31.6%	3155000	3055.000000163818	-102284.94122242928	198.633818636569	134	1:13:23
31.6%	3160000	3060.000000164837	-102665.00896209013	195.96641728719536	134	1:13:20
31.6%	3165000	3065.0000001658555	-101954.98251946596	203.75487806634882	134	1:13:17
31.7%	3170000	3070.000000166874	-102309.98270188458	204.31381845361562	134	1:13:14
31.8%	3175000	3075.0000001678927	-102380.74836715031	198.0314421599049	134	1:13:10
31.8%	3180000	3080.0000001689114	-102534.42255127849	205.32650299214987	134	1:13:07
31.9%	3185000	3085.00000016993	-101966.14314185269	202.16372969166636	134	1:13:04
31.9%	3190000	3090.0000001709486	-102209.87275240663	203.16776482593124	134	1:13:00
31.9%	3195000	3095.0000001719673	-102028.78452242399	201.56745288186767	134	1:12:57
32.0%	3200000	3100.000000172986	-102614.12644388666	198.32481782882772	134	1:12:54
32.0%	3205000	3105.0000001740045	-102610.97042485513	202.72790097084007	134	1:12:50
32.1%	3210000	3110.000000175023	-102360.83491702471	203.55167858628377	134	1:12:47
32.1%	3215000	3115.000000176042	-102018.11702649761	204.64259270960835	134	1:12:44
32.2%	3220000	3120.0000001770604	-103047.69406706141	203.94577679316782	134	1:12:40
32.2%	3225000	3125.000000178079	-102140.43680683663	198.96795866342876	134	1:12:37
32.3%	3230000	3130.0000001790977	-102385.67121773632	201.769947144429	134	1:12:34
32.4%	3235000	3135.0000001801163	-102280.60806402517	204.9925572545792	134	1:12:31
32.4%	3240000	3140.000000181135	-102746.35600292822	198.07029605343243	134	1:12:27
32.5%	3245000	3145.0000001821536	-102624.61536597414	198.59245042832177	134	1:12:24
32.5%	3250000	3150.0000001831722	-101848.07915398618	201.19161278601965	134	1:12:21
32.5%	3255000	3155.000000184191	-101857.26795062842	202.37545892468398	134	1:12:17
32.6%	3260000	3160.0000001852095	-102567.96673484007	196.0586620119999	134	1:12:14
32.6%	3265000	3165.000000186228	-102821.69110437529	204.99197821130014	134	1:12:11
32.7%	3270000	3170.0000001872468	-102271.96258920385	198.53457616749165	134	1:12:07
32.8%	3275000	3175.0000001882654	-102571.29695856664	203.85669885489602	134	1:12:04
32.8%	3280000	3180.000000189284	-102752.2121706619	202.7546243074508	134	1:12:01
32.9%	3285000	3185.0000001903027	-102608.31704933895	204.17365208455482	134	1:11:57
32.9%	3290000	3190.0000001913213	-102465.99327638559	209.05086970862243	134	1:11:54
33.0%	3295000	3195.00000019234	-102031.20997347217	199.8994428198045	134	1:11:51
33.0%	3300000	3200.0000001933586	-101939.08027686412	203.10360815690026	134	1:11:48
33.0%	3305000	3205.000000194377	-102551.71425789269	204.09374534955674	134	1:11:44
33.1%	3310000	3210.000000195396	-101832.6770326239	206.42197548690885	134	1:11:41
33.1%	3315000	3215.0000001964145	-101555.5625249939	201.94765197083478	134	1:11:38
33.2%	3320000	3220.000000197433	-102132.73441411601	199.79331012885473	134	1:11:34
33.2%	3325000	3225.0000001984517	-102486.80058701569	202.76948123999654	134	1:11:31
33.3%	3330000	3230.0000001994704	-102656.21112384135	199.18927107591003	134	1:11:28
33.4%	3335000	3235.000000200489	-101329.34452149831	201.59890931260426	134	1:11:24
33.4%	3340000	3240.0000002015076	-101738.52877193457	201.32587521689086	134	1:11:21
33.5%	3345000	3245.0000002025263	-102499.99682296859	204.9233711197672	134	1:11:18
33.5%	3350000	3250.000000203545	-102520.76349906344	200.57822256057227	134	1:11:14
33.5%	3355000	3255.0000002045635	-101875.36132470751	205.60942082721857	134	1:11:11
33.6%	3360000	3260.000000205582	-102587.31393064978	201.73709169992784	134	1:11:08
33.6%	3365000	3265.000000206601	-101813.84643387655	199.6283440580857	134	1:11:05
33.7%	3370000	3270.0000002076195	-102331.83518154453	204.37622312486795	134	1:11:01
33.8%	3375000	3275.000000208638	-102287.03118468449	203.2545549348402	134	1:10:58
33.8%	3380000	3280.0000002096567	-102106.5551170134	202.77217881178882	134	1:10:55
33.9%	3385000	3285.0000002106754	-102074.01161751105	200.40914185845853	134	1:10:51
33.9%	3390000	3290.000000211694	-102173.27316910774	201.81098470747153	134	1:10:48
34.0%	3395000	3295.0000002127126	-102168.36029082211	200.10873896990418	134	1:10:45
34.0%	3400000	3300.0000002137313	-101581.90811355505	201.6187345567604	134	1:10:42
34.0%	3405000	3305.00000021475	-102207.35568106128	204.10684230132588	134	1:10:38
34.1%	3410000	3310.0000002157685	-101716.46149635641	205.1239666839284	134	1:10:35
34.1%	3415000	3315.000000216787	-101784.63973246235	206.63080178942883	134	1:10:32
34.2%	3420000	3320.000000217806	-101650.84924965817	201.38796589408432	134	1:10:28
34.2%	3425000	3325.0000002188244	-102458.62553988583	200.55310759008321	134	1:10:25
34.3%	3430000	3330.000000219843	-102157.49048487889	204.41391933595554	134	1:10:22
34.4%	3435000	3335.0000002208617	-101988.4365972695	202.33701554067213	134	1:10:18
