Loading parameters

Initial system energy
-102740.39344255207 kJ/mol

MD run: 10000000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
34.4%	3440000	3340.0000002218803	-102674.12039053673	207.27792845626118	134	1:10:15
34.5%	3445000	3345.000000222899	-102391.2808020846	205.785661395796	134	1:10:12
34.5%	3450000	3350.0000002239176	-102198.28118324699	203.5261795893089	134	1:10:09
34.5%	3455000	3355.0000002249362	-102834.54511897406	199.99559232144193	134	1:10:05
34.6%	3460000	3360.000000225955	-102364.92106144689	205.1630749978151	134	1:10:02
34.6%	3465000	3365.0000002269735	-102740.01467284886	202.05304648915524	134	1:09:59
34.7%	3470000	3370.000000227992	-102257.50038117357	203.27004632774936	134	1:09:55
34.8%	3475000	3375.0000002290108	-103007.63121794723	201.7785151036273	134	1:09:52
34.8%	3480000	3380.0000002300294	-102284.97671250021	205.10280828979492	134	1:09:49
34.9%	3485000	3385.000000231048	-102055.19082691614	203.18226585037863	134	1:09:46
34.9%	3490000	3390.0000002320667	-102274.60271214694	202.82886405512463	134	1:09:42
35.0%	3495000	3395.0000002330853	-102269.69848229364	200.25812976917445	134	1:09:39
35.0%	3500000	3400.000000234104	-102825.00318348967	199.58273864972332	134	1:09:36
35.0%	3505000	3405.0000002351226	-102557.79896530835	202.24337251654126	134	1:09:32
35.1%	3510000	3410.000000236141	-102211.7307909471	198.30078173467632	134	1:09:29
35.1%	3515000	3415.00000023716	-103045.83207912976	203.6108945182602	134	1:09:26
35.2%	3520000	3420.0000002381785	-102132.24265608098	201.10905688261175	134	1:09:23
35.2%	3525000	3425.000000239197	-102462.90245832037	204.47959662252137	134	1:09:19
35.3%	3530000	3430.0000002402157	-102571.7240627245	201.4807679164693	134	1:09:16
35.4%	3535000	3435.0000002412344	-102164.91199587472	199.1001997659578	134	1:09:13
35.4%	3540000	3440.000000242253	-101697.39041174529	201.94292042831842	134	1:09:09
35.5%	3545000	3445.0000002432716	-102399.27024531923	199.7502170794885	134	1:09:06
35.5%	3550000	3450.0000002442903	-102660.51243333332	204.61597954073858	134	1:09:03
35.5%	3555000	3455.000000245309	-102155.28336887294	200.0881551454914	135	1:09:00
35.6%	3560000	3460.0000002463275	-102347.38632076047	201.68519247297777	135	1:08:56
35.6%	3565000	3465.000000247346	-102535.88881704072	201.90521004555416	135	1:08:53
35.7%	3570000	3470.000000248365	-101738.71848819824	199.72457970117017	135	1:08:50
35.8%	3575000	3475.0000002493834	-102414.39132941235	197.98749336304974	135	1:08:46
35.8%	3580000	3480.000000250402	-102414.0362156094	202.66422073571331	135	1:08:43
35.9%	3585000	3485.0000002514207	-101691.13009319594	200.4703742132121	135	1:08:40
35.9%	3590000	3490.0000002524393	-102549.44428728474	201.8339730162949	135	1:08:37
36.0%	3595000	3495.000000253458	-103006.374417922	202.3987823137186	135	1:08:33
36.0%	3600000	3500.0000002544766	-102436.82446588855	194.20084944824674	135	1:08:30
36.0%	3605000	3505.0000002554953	-102675.15853301762	195.14539958652497	135	1:08:27
36.1%	3610000	3510.000000256514	-102297.56490088208	201.28374530032534	135	1:08:23
36.1%	3615000	3515.0000002575325	-102081.67189780716	200.61554008907245	135	1:08:20
36.2%	3620000	3520.000000258551	-101951.09473678516	202.84080960370437	135	1:08:17
36.2%	3625000	3525.00000025957	-102125.19831660716	197.98569758205056	135	1:08:14
36.3%	3630000	3530.0000002605884	-102069.24317603698	200.06893969125716	135	1:08:10
36.4%	3635000	3535.000000261607	-102041.96313297655	204.06817283175525	135	1:08:07
36.4%	3640000	3540.0000002626257	-102550.35395217827	199.91368057428065	135	1:08:04
36.5%	3645000	3545.0000002636443	-102349.51924700662	200.48658475240313	135	1:08:01
36.5%	3650000	3550.000000264663	-102614.10434654728	202.3543091955389	135	1:07:57
36.5%	3655000	3555.0000002656816	-101783.05034600338	202.881035398258	135	1:07:54
36.6%	3660000	3560.0000002667	-102140.0817999551	202.72035338014788	135	1:07:51
36.6%	3665000	3565.000000267719	-102358.60255547799	202.94053223038156	135	1:07:47
36.7%	3670000	3570.0000002687375	-102081.486675994	201.4426891398139	135	1:07:44
36.8%	3675000	3575.000000269756	-102104.81322487816	202.18453007420797	135	1:07:41
36.8%	3680000	3580.0000002707748	-102173.40635095583	204.0425771243971	135	1:07:38
36.9%	3685000	3585.0000002717934	-102524.29853395699	203.1619134289245	135	1:07:34
36.9%	3690000	3590.000000272812	-101927.26143083861	200.32451948577142	135	1:07:31
37.0%	3695000	3595.0000002738307	-102063.73536475142	202.82991492964874	135	1:07:28
37.0%	3700000	3600.0000002748493	-102079.39848696161	199.72158807675254	135	1:07:25
37.0%	3705000	3605.000000275868	-102583.66916199168	198.38927163903872	135	1:07:21
37.1%	3710000	3610.0000002768866	-102228.40470752865	202.7975630323757	135	1:07:18
37.1%	3715000	3615.000000277905	-101866.82795073092	197.15791960455263	135	1:07:15
37.2%	3720000	3620.000000278924	-101998.60038786056	200.700887006353	135	1:07:11
37.2%	3725000	3625.0000002799425	-102159.63794730278	200.04235297638542	135	1:07:08
37.3%	3730000	3630.000000280961	-102142.71007780498	201.47398353283054	135	1:07:05
37.4%	3735000	3635.0000002819797	-102650.41652732063	202.05322094306513	135	1:07:02
37.4%	3740000	3640.0000002829984	-102398.23513851361	204.66916363390058	135	1:06:58
37.5%	3745000	3645.000000284017	-103014.8308218182	202.6293766200463	135	1:06:55
37.5%	3750000	3650.0000002850356	-102382.98290978139	203.11156377814495	135	1:06:52
37.5%	3755000	3655.0000002860543	-101950.63986780634	198.83153944788677	135	1:06:48
37.6%	3760000	3660.000000287073	-101745.87506463751	200.65553793545917	135	1:06:45
37.6%	3765000	3665.0000002880915	-102053.70230416441	203.23765067795756	135	1:06:42
37.7%	3770000	3670.00000028911	-102897.59379577264	200.83126437224112	135	1:06:39
37.8%	3775000	3675.000000290129	-102643.48313298263	202.217736086668	135	1:06:35
37.8%	3780000	3680.0000002911474	-102470.46003534552	200.4854651073504	135	1:06:32
37.9%	3785000	3685.000000292166	-102154.59851197293	199.63710916045844	135	1:06:29
37.9%	3790000	3690.0000002931847	-102135.51115151774	205.92321925055154	135	1:06:26
38.0%	3795000	3695.0000002942033	-102398.01718643913	201.69198169030096	135	1:06:22
38.0%	3800000	3700.000000295222	-102328.96597163519	202.5520683551005	135	1:06:19
38.0%	3805000	3705.0000002962406	-102213.02466265019	201.98570177889212	135	1:06:16
38.1%	3810000	3710.0000002972592	-102288.46440033382	200.141714540572	135	1:06:13
38.1%	3815000	3715.000000298278	-102321.30972100794	202.22773083872875	135	1:06:09
38.2%	3820000	3720.0000002992965	-101962.77376906667	207.0979036962887	135	1:06:06
38.2%	3825000	3725.000000300315	-102764.08722274005	198.01585198333572	135	1:06:03
38.3%	3830000	3730.000000301334	-101833.91556093795	201.15732797912747	135	1:05:59
38.4%	3835000	3735.0000003023524	-102315.29839578224	202.29023642250928	135	1:05:56
38.4%	3840000	3740.000000303371	-101730.06328505883	205.7512349904648	135	1:05:53
38.5%	3845000	3745.0000003043897	-102096.94531294378	201.3392420567168	135	1:05:50
38.5%	3850000	3750.0000003054083	-101684.46572927013	197.61008971286302	135	1:05:46
38.5%	3855000	3755.000000306427	-102334.85323859192	199.9030169173491	135	1:05:43
38.6%	3860000	3760.0000003074456	-102432.64451055415	200.90437552687536	135	1:05:40
38.6%	3865000	3765.000000308464	-102570.5621198006	200.86855817976993	135	1:05:37
38.7%	3870000	3770.000000309483	-102339.9673048933	200.89845851679178	135	1:05:33
38.8%	3875000	3775.0000003105015	-102452.97364203213	201.57262602352668	135	1:05:30
38.8%	3880000	3780.00000031152	-101568.73577062925	198.48732250930388	135	1:05:27
38.9%	3885000	3785.0000003125388	-102395.99823900452	202.07160838844632	135	1:05:23
38.9%	3890000	3790.0000003135574	-102462.60087274341	198.97318802136257	135	1:05:20
39.0%	3895000	3795.000000314576	-101707.57960392209	201.28174743996806	135	1:05:17
39.0%	3900000	3800.0000003155947	-102027.29514762945	200.44843939411686	135	1:05:14
39.0%	3905000	3805.0000003166133	-101962.11865505576	202.73696222522335	135	1:05:10
39.1%	3910000	3810.000000317632	-102171.71905538253	201.8939448328291	135	1:05:07
39.1%	3915000	3815.0000003186506	-103156.7358777225	202.83065283538656	135	1:05:04
39.2%	3920000	3820.000000319669	-102453.55858497322	204.00429815657824	135	1:05:01
39.2%	3925000	3825.000000320688	-102151.58240446635	203.20847769011723	135	1:04:57
39.3%	3930000	3830.0000003217065	-101727.04752741102	199.32641714267987	135	1:04:54
39.4%	3935000	3835.000000322725	-101585.98718997696	201.64501542449514	135	1:04:51
39.4%	3940000	3840.0000003237437	-102387.23600173416	201.01093877876687	135	1:04:48
39.5%	3945000	3845.0000003247624	-102022.96324770525	202.22981919005164	135	1:04:44
39.5%	3950000	3850.000000325781	-102311.08719147835	201.15561140593343	135	1:04:41
39.5%	3955000	3855.0000003267996	-102379.90064423904	203.04942724348044	135	1:04:38
39.6%	3960000	3860.0000003278183	-102620.26046269806	197.62118339680325	135	1:04:35
39.6%	3965000	3865.000000328837	-102546.86785667157	200.26638377528772	135	1:04:31
39.7%	3970000	3870.0000003298555	-101920.40106088296	205.51097073399112	135	1:04:28
39.8%	3975000	3875.000000330874	-102029.79266791698	205.6877690065699	135	1:04:25
39.8%	3980000	3880.000000331893	-102626.61160734622	199.93097828937098	135	1:04:21
39.9%	3985000	3885.0000003329114	-102943.11979008373	202.07967928768366	135	1:04:18
39.9%	3990000	3890.00000033393	-102155.08413277101	201.60089452384898	135	1:04:15
40.0%	3995000	3895.0000003349487	-102395.95606482588	204.81944837767477	135	1:04:12
40.0%	4000000	3900.0000003359673	-102344.35122871073	200.4999536507147	135	1:04:08
40.0%	4005000	3905.000000336986	-102598.99004953774	200.14107571347185	135	1:04:05
40.1%	4010000	3910.0000003380046	-101784.5255171922	201.58581803734697	135	1:04:02
40.1%	4015000	3915.0000003390232	-102257.13935025968	203.162528454705	135	1:03:59
40.2%	4020000	3920.000000340042	-102394.97452503815	203.83738757634939	135	1:03:55
40.2%	4025000	3925.0000003410605	-101843.75398109807	204.52375136524202	135	1:03:52
40.3%	4030000	3930.000000342079	-102514.38684890606	203.71811134882614	135	1:03:49
40.4%	4035000	3935.000000343098	-102935.50962814037	202.1252215491295	135	1:03:46
40.4%	4040000	3940.0000003441164	-101713.87483143061	201.80030737595405	135	1:03:42
40.5%	4045000	3945.000000345135	-102672.06631091889	203.4563523759592	135	1:03:39
40.5%	4050000	3950.0000003461537	-103081.2090208279	201.59837195362834	135	1:03:36
40.5%	4055000	3955.0000003471723	-102410.723147145	200.2879788183064	135	1:03:33
40.6%	4060000	3960.000000348191	-102117.31353344349	198.85503121577773	135	1:03:29
40.6%	4065000	3965.0000003492096	-102178.1038128878	200.29718628914077	135	1:03:26
40.7%	4070000	3970.000000350228	-102276.8950318466	197.78377450893356	135	1:03:23
40.8%	4075000	3975.000000351247	-101768.69675644161	198.83747128296278	135	1:03:20
40.8%	4080000	3980.0000003522655	-102837.80017622327	202.17656488700337	135	1:03:16
40.9%	4085000	3985.000000353284	-101826.73335318221	202.48745725448433	135	1:03:13
40.9%	4090000	3990.0000003543028	-102654.6462198873	203.53087254303566	135	1:03:10
41.0%	4095000	3995.0000003553214	-102049.41053511389	203.8327321530503	135	1:03:07
41.0%	4100000	4000.00000035634	-102134.46861604461	205.18084883214556	135	1:03:03
41.0%	4105000	4005.0000003573587	-102063.8703900068	200.92013573236724	135	1:03:00
41.1%	4110000	4010.0000003583773	-102077.39792159153	201.5211473565884	135	1:02:57
41.1%	4115000	4015.000000359396	-102184.50461069308	203.39142614626948	135	1:02:54
41.2%	4120000	4020.0000003604146	-101892.11397329811	200.422288125772	135	1:02:50
41.2%	4125000	4025.000000361433	-101959.08419832401	203.10366006244337	135	1:02:47
41.3%	4130000	4030.000000362452	-102054.1516256854	200.25517082473408	135	1:02:44
41.4%	4135000	4035.0000003634705	-102224.64050271641	201.09642312748403	135	1:02:41
41.4%	4140000	4040.000000364489	-101794.64135308145	200.3530546919077	135	1:02:37
41.5%	4145000	4045.0000003655077	-102487.71972493036	199.39235289722086	135	1:02:34
41.5%	4150000	4050.0000003665264	-102198.43043024978	199.07173725904116	135	1:02:31
41.5%	4155000	4055.000000367545	-102140.52341033285	199.10974303365273	135	1:02:28
41.6%	4160000	4060.0000003685636	-102154.50308233546	201.79849577717783	135	1:02:24
41.6%	4165000	4065.0000003695823	-102346.2558969562	201.87632226585194	135	1:02:21
41.7%	4170000	4070.000000370601	-101927.98077662941	199.21817546614898	135	1:02:18
41.8%	4175000	4075.0000003716195	-102649.31751867523	202.2449882401041	135	1:02:15
41.8%	4180000	4080.000000372638	-102162.17767731287	199.6674864075067	135	1:02:11
41.9%	4185000	4085.000000373657	-102553.99793526251	201.05878776289583	135	1:02:08
41.9%	4190000	4090.0000003746754	-101854.37843709253	203.93649149916027	135	1:02:05
42.0%	4195000	4095.000000375694	-102311.49492393667	203.41682755522407	135	1:02:02
42.0%	4200000	4100.000000376713	-102323.47009465564	203.10099126063758	135	1:01:58
42.0%	4205000	4105.000000377731	-101962.80075915763	203.62842432168932	135	1:01:55
42.1%	4210000	4110.00000037875	-102512.49189861398	203.0146841193918	135	1:01:52
42.1%	4215000	4115.000000379769	-102005.77761537163	202.41644104054245	135	1:01:49
42.2%	4220000	4120.000000380787	-102803.40823384281	199.29131205402058	135	1:01:45
42.2%	4225000	4125.000000381806	-101905.2871041596	201.26085552372868	135	1:01:42
42.3%	4230000	4130.0000003828245	-102166.86799163371	205.41551894334444	135	1:01:39
42.4%	4235000	4135.000000383843	-102407.41293692868	198.8598688291246	135	1:01:36
42.4%	4240000	4140.000000384862	-102752.91518837959	205.0316335440048	135	1:01:32
42.5%	4245000	4145.00000038588	-102104.13594548637	200.13996052164023	135	1:01:29
42.5%	4250000	4150.000000386899	-102356.75478689093	202.63706840943212	135	1:01:26
42.5%	4255000	4155.000000387918	-102750.31319056125	198.64375370534285	135	1:01:23
42.6%	4260000	4160.000000388936	-102016.66351442505	200.7920579158834	135	1:01:19
42.6%	4265000	4165.000000389955	-102446.8843504861	200.17017661573138	135	1:01:16
42.7%	4270000	4170.000000390974	-102223.63612893643	201.28682061792767	135	1:01:13
42.8%	4275000	4175.000000391992	-102122.1596317091	204.34943915866887	135	1:01:10
42.8%	4280000	4180.000000393011	-102041.58368810173	201.73698121193715	135	1:01:06
42.9%	4285000	4185.0000003940295	-102780.04662208073	201.40575672789564	135	1:01:03
42.9%	4290000	4190.000000395048	-103108.9943280546	203.40147643433394	135	1:01:00
43.0%	4295000	4195.000000396067	-102822.97745437874	201.07783915773283	135	1:00:57
43.0%	4300000	4200.000000397085	-102606.09504508832	202.52355539871365	135	1:00:53
43.0%	4305000	4205.000000398104	-101912.01800196664	202.28886566593644	135	1:00:50
43.1%	4310000	4210.000000399123	-101930.75659521157	202.0124066054665	135	1:00:47
43.1%	4315000	4215.000000400141	-101383.28956190823	207.3285684030028	135	1:00:44
43.2%	4320000	4220.00000040116	-101889.02085898863	202.79990567080216	135	1:00:40
43.2%	4325000	4225.000000402179	-102012.82352659386	206.27387499521117	135	1:00:37
43.3%	4330000	4230.000000403197	-102353.56744138803	205.11780890503647	135	1:00:34
43.4%	4335000	4235.000000404216	-101844.14005878754	200.13936066064866	135	1:00:31
43.4%	4340000	4240.0000004052345	-102222.7886535083	198.08030227369042	135	1:00:27
43.5%	4345000	4245.000000406253	-101436.74267305667	203.54285848509656	135	1:00:24
43.5%	4350000	4250.000000407272	-101960.9219294996	202.2352697409982	135	1:00:21
43.5%	4355000	4255.00000040829	-102500.99200579617	201.51363416948317	135	1:00:18
43.6%	4360000	4260.000000409309	-102076.42783351289	201.25641470297828	135	1:00:15
43.6%	4365000	4265.000000410328	-102591.74547745613	204.46050334177528	135	1:00:11
43.7%	4370000	4270.000000411346	-101764.6326282695	206.77553116948093	135	1:00:08
43.8%	4375000	4275.000000412365	-102049.57530465024	203.40473646328945	135	1:00:05
43.8%	4380000	4280.0000004133835	-101989.81818861654	200.34466991991258	135	1:00:02
43.9%	4385000	4285.000000414402	-101993.38762752619	201.5951425039687	135	59:58
43.9%	4390000	4290.000000415421	-102423.27144235419	203.58099038353504	135	59:55
44.0%	4395000	4295.000000416439	-102295.6006328077	200.0884684765538	135	59:52
44.0%	4400000	4300.000000417458	-102075.52146951435	202.11523737226648	135	59:49
44.0%	4405000	4305.000000418477	-101845.96155596618	200.87044592391672	135	59:45
44.1%	4410000	4310.000000419495	-102359.52450273233	200.79084958249538	135	59:42
44.1%	4415000	4315.000000420514	-102809.16519987397	198.96792239001618	135	59:39
44.2%	4420000	4320.000000421533	-101919.33969162777	203.683649316778	135	59:36
44.2%	4425000	4325.000000422551	-102475.79767762916	201.85279041876632	135	59:32
44.3%	4430000	4330.00000042357	-101886.74031310715	203.85965846341574	135	59:29
44.4%	4435000	4335.0000004245885	-102710.98130885791	205.15529086986828	135	59:26
44.4%	4440000	4340.000000425607	-102178.9643527316	201.37430782375915	135	59:23
44.5%	4445000	4345.000000426626	-102073.25918765087	198.76368439122507	135	59:19
44.5%	4450000	4350.000000427644	-102334.31524014845	201.76118587384826	135	59:16
44.5%	4455000	4355.000000428663	-101892.64661634248	200.22351392579776	135	59:13
44.6%	4460000	4360.000000429682	-102597.01272797771	204.4497424046581	135	59:10
44.6%	4465000	4365.0000004307	-103030.10807971982	202.02734379219552	135	59:06
44.7%	4470000	4370.000000431719	-102210.84069439303	203.77203116231848	135	59:03
44.8%	4475000	4375.000000432738	-102034.20872405963	205.02546818136045	135	59:00
44.8%	4480000	4380.000000433756	-102391.17485027993	195.85192095641256	135	58:57
44.9%	4485000	4385.000000434775	-101925.30147699034	204.7370130141234	135	58:53
44.9%	4490000	4390.0000004357935	-101620.8731826786	201.65562812291367	135	58:50
45.0%	4495000	4395.000000436812	-102031.59018951375	207.22647217181273	135	58:47
45.0%	4500000	4400.000000437831	-102652.11539693456	202.23149648924803	135	58:44
45.0%	4505000	4405.000000438849	-101972.2003380321	203.18030834756303	135	58:40
45.1%	4510000	4410.000000439868	-102274.66841070214	202.53965316526202	135	58:37
45.1%	4515000	4415.000000440887	-101808.45312658139	204.80665090939303	135	58:34
45.2%	4520000	4420.000000441905	-102511.2440253133	199.34118121234022	135	58:31
45.2%	4525000	4425.000000442924	-102096.40592915565	202.97533295665647	135	58:28
45.3%	4530000	4430.000000443943	-102619.49893718306	204.1235436456493	135	58:24
45.4%	4535000	4435.000000444961	-102374.18527503824	199.61719646526205	135	58:21
45.4%	4540000	4440.00000044598	-101923.04645473883	201.43785278857646	135	58:18
45.5%	4545000	4445.0000004469985	-102657.87439222727	200.7234636610137	135	58:15
45.5%	4550000	4450.000000448017	-102600.29498582752	202.54791780429198	135	58:11
45.5%	4555000	4455.000000449036	-101850.20877057174	204.97755169432946	135	58:08
45.6%	4560000	4460.000000450054	-102326.09882833343	202.9762284436881	135	58:05
45.6%	4565000	4465.000000451073	-102350.63587736432	206.43048733824247	135	58:02
45.7%	4570000	4470.000000452092	-101409.202821129	204.27169019265042	135	57:58
45.8%	4575000	4475.00000045311	-102483.780702258	199.54314557781197	135	57:55
45.8%	4580000	4480.000000454129	-102385.32103205565	204.99593874170264	135	57:52
45.9%	4585000	4485.0000004551475	-101951.32567995228	199.6934065116857	135	57:49
45.9%	4590000	4490.000000456166	-101644.6519879098	202.51557676678019	135	57:45
46.0%	4595000	4495.000000457185	-102214.57437934028	199.51312500544503	135	57:42
46.0%	4600000	4500.000000458203	-103101.96819163766	204.08713224057314	135	57:39
46.0%	4605000	4505.000000459222	-102435.52987538883	200.72065088771544	135	57:36
46.1%	4610000	4510.000000460241	-102141.68889185973	200.80358970228474	135	57:32
46.1%	4615000	4515.000000461259	-101836.7385627469	203.18791719134938	135	57:29
46.2%	4620000	4520.000000462278	-102893.26169387484	202.25289195937245	135	57:26
46.2%	4625000	4525.000000463297	-102565.91954080481	202.4930715107119	135	57:23
46.3%	4630000	4530.000000464315	-102350.45986094791	197.91450143764644	135	57:19
46.4%	4635000	4535.000000465334	-101860.21350664599	204.40774774059392	135	57:16
46.4%	4640000	4540.0000004663525	-102673.04294776171	201.694040137983	135	57:13
46.5%	4645000	4545.000000467371	-102610.79687612504	198.28649663965115	135	57:10
46.5%	4650000	4550.00000046839	-102133.63650148595	204.1621533346722	135	57:07
46.5%	4655000	4555.000000469408	-102033.65388749959	201.12682608758882	135	57:03
46.6%	4660000	4560.000000470427	-102599.8782016635	205.30343742579768	135	57:00
46.6%	4665000	4565.000000471446	-102285.9132096325	198.433571325962	135	56:57
46.7%	4670000	4570.000000472464	-101829.36771181459	200.5110563303619	135	56:54
46.8%	4675000	4575.000000473483	-102055.16383319069	200.36637582898916	135	56:50
46.8%	4680000	4580.000000474502	-101624.05106307473	203.3384572040755	135	56:47
46.9%	4685000	4585.00000047552	-102664.31472812919	200.26803949242168	135	56:44
46.9%	4690000	4590.000000476539	-102326.65195580153	205.90579351348146	135	56:41
47.0%	4695000	4595.0000004775575	-102162.20072544785	205.1847900775286	135	56:37
47.0%	4700000	4600.000000478576	-102659.0669079218	203.60732702813422	135	56:34
47.0%	4705000	4605.000000479595	-102657.39192160591	205.60432422393794	135	56:31
47.1%	4710000	4610.000000480613	-102346.7784483484	200.67661697129643	135	56:28
47.1%	4715000	4615.000000481632	-102280.8191193617	199.42782132144632	135	56:24
47.2%	4720000	4620.000000482651	-102182.89581361506	203.55196487505188	135	56:21
47.2%	4725000	4625.000000483669	-101918.31135771424	204.71265657035187	135	56:18
47.3%	4730000	4630.000000484688	-102476.56388149131	201.53915776698503	135	56:15
47.4%	4735000	4635.000000485707	-102339.95285482612	198.5583550125371	135	56:12
47.4%	4740000	4640.000000486725	-102011.01528036874	200.78997561387507	135	56:08
47.5%	4745000	4645.000000487744	-102092.61047802912	201.31273125719414	135	56:05
47.5%	4750000	4650.000000488762	-102230.73789687129	201.13238205311245	135	56:02
47.5%	4755000	4655.000000489781	-102438.80355689768	202.2952298609633	135	55:59
47.6%	4760000	4660.0000004908	-102021.30148213496	202.0645679371059	135	55:55
47.6%	4765000	4665.000000491818	-102610.72697182465	199.87308573697587	135	55:52
47.7%	4770000	4670.000000492837	-102283.02663364867	205.1326702084404	135	55:49
47.8%	4775000	4675.000000493856	-102220.79513427708	198.28593187661573	135	55:46
47.8%	4780000	4680.000000494874	-102456.36355885584	203.35651223419924	135	55:42
47.9%	4785000	4685.000000495893	-102349.32027276	203.27383375592157	135	55:39
47.9%	4790000	4690.0000004969115	-101972.68444969552	206.42249957263093	135	55:36
48.0%	4795000	4695.00000049793	-102269.28459576797	203.6677732852193	135	55:33
48.0%	4800000	4700.000000498949	-102208.77300452488	206.91323390702712	135	55:29
48.0%	4805000	4705.000000499967	-102537.55995135894	201.66621002560694	135	55:26
48.1%	4810000	4710.000000500986	-101963.24597794004	202.06938784744597	135	55:23
48.1%	4815000	4715.000000502005	-102556.40761648817	202.9734373750787	135	55:20
48.2%	4820000	4720.000000503023	-102471.95511603728	202.01730487814302	135	55:17
48.2%	4825000	4725.000000504042	-101897.36750651756	198.29486685647	135	55:13
48.3%	4830000	4730.000000505061	-102336.16079715732	201.10260128119742	135	55:10
48.4%	4835000	4735.000000506079	-102317.55168463103	199.38244908644464	135	55:07
48.4%	4840000	4740.000000507098	-101913.91334458115	202.42197573799487	135	55:04
48.5%	4845000	4745.0000005081165	-102764.8490549461	203.34492847651546	135	55:00
48.5%	4850000	4750.000000509135	-102340.17085010791	197.36855210836438	135	54:57
48.5%	4855000	4755.000000510154	-101643.76293302374	204.77332042429794	135	54:54
48.6%	4860000	4760.000000511172	-102032.65734380297	199.58579134853557	135	54:51
48.6%	4865000	4765.000000512191	-102045.58411888313	204.96787462790402	135	54:47
48.7%	4870000	4770.00000051321	-102139.25285092602	204.00564994138549	135	54:44
48.8%	4875000	4775.000000514228	-102466.81906592101	202.7993547047624	135	54:41
48.8%	4880000	4780.000000515247	-102661.486990578	201.08398142796068	135	54:38
48.9%	4885000	4785.000000516266	-102573.87141076941	197.38027998322195	135	54:35
48.9%	4890000	4790.000000517284	-103039.28866916662	203.0092752233862	135	54:31
49.0%	4895000	4795.000000518303	-102646.21215318004	201.05322122766938	135	54:28
49.0%	4900000	4800.0000005193215	-102393.42442020774	202.39805216361248	135	54:25
49.0%	4905000	4805.00000052034	-101544.65310380328	202.11722039779656	135	54:22
49.1%	4910000	4810.000000521359	-102001.06278194766	201.486389827585	135	54:18
49.1%	4915000	4815.000000522377	-102530.1946893828	200.76114350731692	135	54:15
49.2%	4920000	4820.000000523396	-102149.20667283237	201.63458832704688	135	54:12
49.2%	4925000	4825.000000524415	-102897.96664590389	201.3792176675751	135	54:09
49.3%	4930000	4830.000000525433	-101892.86714776792	199.64314177271015	135	54:05
49.4%	4935000	4835.000000526452	-101400.136220288	206.14793433981174	135	54:02
49.4%	4940000	4840.000000527471	-102138.16572550172	205.61059447855797	135	53:59
49.5%	4945000	4845.000000528489	-102182.13485085871	199.89763483422166	135	53:56
49.5%	4950000	4850.000000529508	-102980.65062132105	204.74056879781915	135	53:53
49.5%	4955000	4855.000000530526	-102010.02832696866	200.42197865220172	135	53:49
49.6%	4960000	4860.000000531545	-102675.74805358239	199.01098546421485	135	53:46
49.6%	4965000	4865.000000532564	-102039.12122212863	198.89659417217055	135	53:43
49.7%	4970000	4870.000000533582	-102050.53861658927	206.05107931794933	135	53:40
49.8%	4975000	4875.000000534601	-101808.24900330557	203.01240296256864	135	53:36
49.8%	4980000	4880.00000053562	-102373.02106525004	201.64676783057013	135	53:33
49.9%	4985000	4885.000000536638	-102600.997088857	201.36027006882156	135	53:30
49.9%	4990000	4890.000000537657	-101842.2747757663	202.06736657895038	135	53:27
50.0%	4995000	4895.0000005386755	-102297.43176696822	204.05863513402826	135	53:24
50.0%	5000000	4900.000000539694	-102266.68442839524	202.84261399983197	135	53:20
50.0%	5005000	4905.000000540713	-102287.57651245315	199.60482531209001	135	53:17
50.1%	5010000	4910.000000541731	-102505.72097612731	200.67442813657064	135	53:14
50.1%	5015000	4915.00000054275	-102588.16050339909	201.82448939887084	135	53:11
50.2%	5020000	4920.000000543769	-101688.79297709698	202.37441078222082	135	53:07
50.2%	5025000	4925.000000544787	-101942.8345183665	203.3330959540075	135	53:04
50.3%	5030000	4930.000000545806	-101952.60762441857	200.9180205823251	135	53:01
50.4%	5035000	4935.000000546825	-101894.28096668003	202.16959368505223	135	52:58
50.4%	5040000	4940.000000547843	-102175.43560283119	202.16286110302383	135	52:55
50.5%	5045000	4945.000000548862	-102542.18922710046	204.46369953568342	135	52:51
50.5%	5050000	4950.0000005498805	-102383.65174217662	196.85692239521072	135	52:48
50.5%	5055000	4955.000000550899	-101967.73748726677	200.21103573639212	135	52:45
50.6%	5060000	4960.000000551918	-102160.72297672881	201.86666192184097	135	52:42
50.6%	5065000	4965.000000552936	-102940.18429813022	203.16150172602528	135	52:38
50.7%	5070000	4970.000000553955	-102459.26083518751	200.41469260364502	135	52:35
50.8%	5075000	4975.000000554974	-102090.6462264969	202.93605195361476	135	52:32
50.8%	5080000	4980.000000555992	-102193.04143051896	198.01899995646755	135	52:29
50.9%	5085000	4985.000000557011	-102945.00933715655	204.54828200012383	135	52:25
50.9%	5090000	4990.00000055803	-102764.29462702898	204.3458185362191	135	52:22
51.0%	5095000	4995.000000559048	-102305.99230585061	201.0992375029831	135	52:19
51.0%	5100000	5000.000000560067	-101400.72646238375	201.37282739337408	135	52:16
51.0%	5105000	5005.0000005610855	-102573.23953380715	202.91314851516213	135	52:13
51.1%	5110000	5010.000000562104	-102568.28385933908	201.34478357845717	135	52:09
