Loading parameters

Initial system energy
-102593.86190879252 kJ/mol

MD run: 10000000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
34.4%	3440000	3340.0000002218803	-103377.20802033739	200.1627549275144	131	1:12:04
34.5%	3445000	3345.000000222899	-102958.6275467095	201.76941432460202	131	1:12:01
34.5%	3450000	3350.0000002239176	-103023.26567446347	206.1054715227963	131	1:11:58
34.5%	3455000	3355.0000002249362	-103162.84086825373	203.38735858302337	131	1:11:55
34.6%	3460000	3360.000000225955	-102565.10395635059	198.81728750456816	131	1:11:51
34.6%	3465000	3365.0000002269735	-102794.40500858799	205.61237534787352	131	1:11:48
34.7%	3470000	3370.000000227992	-102929.95782089233	202.30654529809266	131	1:11:45
34.8%	3475000	3375.0000002290108	-102844.25545037352	200.2395046074675	131	1:11:41
34.8%	3480000	3380.0000002300294	-102946.17565507907	204.20332273820623	131	1:11:38
34.9%	3485000	3385.000000231048	-102279.30975295277	199.94094484804685	131	1:11:35
34.9%	3490000	3390.0000002320667	-102895.46996439062	200.26778762816937	131	1:11:31
35.0%	3495000	3395.0000002330853	-102436.36887029326	199.18816282449876	131	1:11:28
35.0%	3500000	3400.000000234104	-102861.84358090721	197.2445984451037	131	1:11:25
35.0%	3505000	3405.0000002351226	-102416.05092214001	197.94128348130488	131	1:11:21
35.1%	3510000	3410.000000236141	-102636.3746670112	202.4693273238486	131	1:11:18
35.1%	3515000	3415.00000023716	-103123.70284562977	202.0715722565264	131	1:11:15
35.2%	3520000	3420.0000002381785	-102868.75883065909	202.19543507690685	131	1:11:11
35.2%	3525000	3425.000000239197	-102173.43271970237	205.99470713179852	131	1:11:08
35.3%	3530000	3430.0000002402157	-102416.8743315558	204.69630826911964	131	1:11:05
35.4%	3535000	3435.0000002412344	-102381.59525200631	203.13243306664066	131	1:11:02
35.4%	3540000	3440.000000242253	-102733.38170728879	202.46301957959867	131	1:10:58
35.5%	3545000	3445.0000002432716	-102605.06675730273	205.32720303402016	131	1:10:55
35.5%	3550000	3450.0000002442903	-102822.61121126404	206.6408507374356	131	1:10:52
35.5%	3555000	3455.000000245309	-103127.04742896603	201.34599584713757	131	1:10:48
35.6%	3560000	3460.0000002463275	-102553.84244954679	201.1446510315368	131	1:10:45
35.6%	3565000	3465.000000247346	-102819.30300777126	206.85845921000046	131	1:10:42
35.7%	3570000	3470.000000248365	-102574.07034941809	200.13471491514807	131	1:10:38
35.8%	3575000	3475.0000002493834	-103104.81014649896	201.57520313011128	131	1:10:35
35.8%	3580000	3480.000000250402	-103495.45493015414	202.4222692527905	131	1:10:32
35.9%	3585000	3485.0000002514207	-102874.54799059499	197.42757535402797	131	1:10:28
35.9%	3590000	3490.0000002524393	-103065.02533913497	201.99521797790794	131	1:10:25
36.0%	3595000	3495.000000253458	-102361.42201154074	200.23856491225382	131	1:10:22
36.0%	3600000	3500.0000002544766	-103110.63829084951	200.4492184069673	131	1:10:18
36.0%	3605000	3505.0000002554953	-103354.86811233126	200.32427061780618	131	1:10:15
36.1%	3610000	3510.000000256514	-102179.89157362096	200.78832312391938	131	1:10:12
36.1%	3615000	3515.0000002575325	-102415.82805790333	203.44060602858065	131	1:10:09
36.2%	3620000	3520.000000258551	-102735.44003006816	201.68403505743555	131	1:10:05
36.2%	3625000	3525.00000025957	-101847.9341581217	200.38130844867473	131	1:10:02
36.3%	3630000	3530.0000002605884	-102329.03226717515	199.700892468896	131	1:09:59
36.4%	3635000	3535.000000261607	-102775.18520424282	197.8325807709756	131	1:09:55
36.4%	3640000	3540.0000002626257	-102480.15693793865	201.94573402323746	131	1:09:52
36.5%	3645000	3545.0000002636443	-102699.54501230083	201.13600352955288	131	1:09:49
36.5%	3650000	3550.000000264663	-102599.28091182653	196.0844472577086	131	1:09:45
36.5%	3655000	3555.0000002656816	-102564.37866316363	204.68146192005494	131	1:09:42
36.6%	3660000	3560.0000002667	-102451.8544798689	202.39231816886303	131	1:09:39
36.6%	3665000	3565.000000267719	-102835.03196827928	199.21023921881294	131	1:09:35
36.7%	3670000	3570.0000002687375	-103130.17490213178	201.8088671179906	131	1:09:32
36.8%	3675000	3575.000000269756	-103078.4285374945	202.68678597609969	131	1:09:29
36.8%	3680000	3580.0000002707748	-103105.48090638267	206.65292389152899	131	1:09:26
36.9%	3685000	3585.0000002717934	-102879.18328927876	197.68180670503102	131	1:09:22
36.9%	3690000	3590.000000272812	-102199.33798153978	202.95751571268792	131	1:09:19
37.0%	3695000	3595.0000002738307	-102606.2885971847	201.57000862697174	131	1:09:15
37.0%	3700000	3600.0000002748493	-102752.57871182356	205.61876066930284	131	1:09:12
37.0%	3705000	3605.000000275868	-102969.86459734524	200.79772701542655	131	1:09:09
37.1%	3710000	3610.0000002768866	-102004.61801830167	203.62847092528975	131	1:09:06
37.1%	3715000	3615.000000277905	-102507.06386461854	203.03054287710154	131	1:09:02
37.2%	3720000	3620.000000278924	-102331.13158233231	199.1610195624038	131	1:08:59
37.2%	3725000	3625.0000002799425	-102763.11246397207	200.29119618485927	131	1:08:56
37.3%	3730000	3630.000000280961	-102670.65065293154	198.4445739857781	131	1:08:52
37.4%	3735000	3635.0000002819797	-103241.71193548106	201.67285620866016	131	1:08:49
37.4%	3740000	3640.0000002829984	-102984.25366197946	203.38507695851388	131	1:08:46
37.5%	3745000	3645.000000284017	-102657.352081622	198.46697662930956	131	1:08:42
37.5%	3750000	3650.0000002850356	-101959.68367923563	206.37606781464342	131	1:08:39
37.5%	3755000	3655.0000002860543	-102795.17650537146	200.2865288054522	131	1:08:36
37.6%	3760000	3660.000000287073	-103225.00931958761	201.4551844677826	131	1:08:32
37.6%	3765000	3665.0000002880915	-103260.71158281015	203.2658869833212	131	1:08:29
37.7%	3770000	3670.00000028911	-102573.11241820036	199.60995162918684	131	1:08:26
37.8%	3775000	3675.000000290129	-102713.59495979082	202.8891667014065	131	1:08:22
37.8%	3780000	3680.0000002911474	-102532.28134113643	205.50676052378643	131	1:08:19
37.9%	3785000	3685.000000292166	-102833.96670641284	206.24240071196243	131	1:08:16
37.9%	3790000	3690.0000002931847	-103200.75237813545	203.94111724118812	131	1:08:13
38.0%	3795000	3695.0000002942033	-102692.02939555142	207.74055603157836	131	1:08:09
38.0%	3800000	3700.000000295222	-103008.71643413417	197.50457495592673	131	1:08:06
38.0%	3805000	3705.0000002962406	-102495.37586975191	197.64645290601155	131	1:08:03
38.1%	3810000	3710.0000002972592	-102430.84849433694	201.3050140473837	131	1:07:59
38.1%	3815000	3715.000000298278	-102147.80399066443	205.39553928579437	131	1:07:56
38.2%	3820000	3720.0000002992965	-103033.37884997064	202.54310582871022	131	1:07:53
38.2%	3825000	3725.000000300315	-102897.36827566614	199.4922911531268	131	1:07:49
38.3%	3830000	3730.000000301334	-102857.71757498058	201.40419011995203	131	1:07:46
38.4%	3835000	3735.0000003023524	-101820.08087342093	199.28018650388975	131	1:07:43
38.4%	3840000	3740.000000303371	-102715.37523881346	202.9306782369507	131	1:07:39
38.5%	3845000	3745.0000003043897	-102133.20477027725	202.6319743525009	131	1:07:36
38.5%	3850000	3750.0000003054083	-103331.08883697353	203.60905518609158	131	1:07:33
38.5%	3855000	3755.000000306427	-102675.8028147784	205.83667242821625	131	1:07:30
38.6%	3860000	3760.0000003074456	-103135.02812017081	201.94071952317665	131	1:07:26
38.6%	3865000	3765.000000308464	-103054.9408986792	200.59115250499423	131	1:07:23
38.7%	3870000	3770.000000309483	-102524.34532677708	203.03075802890007	131	1:07:20
38.8%	3875000	3775.0000003105015	-102567.14142337581	201.56576819027867	131	1:07:17
38.8%	3880000	3780.00000031152	-102187.42523785448	200.49555829273555	131	1:07:13
38.9%	3885000	3785.0000003125388	-102803.96777527174	198.09326785150193	131	1:07:10
38.9%	3890000	3790.0000003135574	-102786.61516155116	204.29081473629694	131	1:07:06
39.0%	3895000	3795.000000314576	-103082.4438446504	201.3858339323054	131	1:07:03
39.0%	3900000	3800.0000003155947	-102629.76144660311	200.44059259188265	131	1:06:59
39.0%	3905000	3805.0000003166133	-103377.00565767195	196.7467813293478	131	1:06:56
39.1%	3910000	3810.000000317632	-102592.79386919178	204.56401850850972	131	1:06:52
39.1%	3915000	3815.0000003186506	-102757.1956401025	204.2866133554255	131	1:06:49
39.2%	3920000	3820.000000319669	-102957.99728968693	201.04577638733755	131	1:06:45
39.2%	3925000	3825.000000320688	-102790.45894828066	199.6004768316572	131	1:06:42
39.3%	3930000	3830.0000003217065	-103841.6733846711	202.34695636606648	131	1:06:38
39.4%	3935000	3835.000000322725	-102807.95042224135	201.3277147120073	131	1:06:35
39.4%	3940000	3840.0000003237437	-102314.2869785782	202.35388259445338	131	1:06:31
39.5%	3945000	3845.0000003247624	-102746.29139876552	198.96914976011522	131	1:06:28
39.5%	3950000	3850.000000325781	-102695.1775188488	203.7228579359611	131	1:06:25
39.5%	3955000	3855.0000003267996	-102232.4372635535	203.18028309409812	131	1:06:21
39.6%	3960000	3860.0000003278183	-103240.79153005918	203.99740822548787	131	1:06:18
39.6%	3965000	3865.000000328837	-103083.57626332203	203.54174063926177	131	1:06:14
39.7%	3970000	3870.0000003298555	-103015.04907256458	199.25752869639777	131	1:06:11
39.8%	3975000	3875.000000330874	-102665.2320028781	204.83278106191187	131	1:06:07
39.8%	3980000	3880.000000331893	-102535.67306853924	203.8502063824529	131	1:06:04
39.9%	3985000	3885.0000003329114	-102719.45453002816	203.48152102956584	131	1:06:00
39.9%	3990000	3890.00000033393	-102217.59799821442	203.60328038184835	131	1:05:57
40.0%	3995000	3895.0000003349487	-103078.98225482926	202.0053373069935	131	1:05:53
40.0%	4000000	3900.0000003359673	-102134.8924919879	201.45596090469633	131	1:05:50
40.0%	4005000	3905.000000336986	-102738.04220357956	197.76246329521373	131	1:05:46
40.1%	4010000	3910.0000003380046	-102620.19060178893	202.7438526878721	131	1:05:43
40.1%	4015000	3915.0000003390232	-102453.92755061202	204.3806933639666	131	1:05:39
40.2%	4020000	3920.000000340042	-102724.6494234493	198.93413852982104	131	1:05:36
40.2%	4025000	3925.0000003410605	-103014.03752955562	201.41288584064557	131	1:05:33
40.3%	4030000	3930.000000342079	-102141.045785252	204.61115765160392	131	1:05:29
40.4%	4035000	3935.000000343098	-102866.05528155155	201.94619932384418	131	1:05:26
40.4%	4040000	3940.0000003441164	-102396.77110668737	202.40507575332822	131	1:05:22
40.5%	4045000	3945.000000345135	-102645.71904877434	198.9728758245591	131	1:05:19
40.5%	4050000	3950.0000003461537	-102640.38557428867	205.6524370121256	131	1:05:15
40.5%	4055000	3955.0000003471723	-103287.37817392126	202.4219088051466	131	1:05:12
40.6%	4060000	3960.000000348191	-103516.31720925588	202.10825986097612	131	1:05:08
40.6%	4065000	3965.0000003492096	-102335.35418041283	203.91792334475053	131	1:05:05
40.7%	4070000	3970.000000350228	-103310.23326090258	201.74210803976973	131	1:05:02
40.8%	4075000	3975.000000351247	-102672.31348241633	204.64206231741747	131	1:04:58
40.8%	4080000	3980.0000003522655	-102444.03788028192	199.5100363398137	131	1:04:55
40.9%	4085000	3985.000000353284	-103184.32375997026	203.53544501302255	131	1:04:51
40.9%	4090000	3990.0000003543028	-102848.06680730637	197.1645574557752	131	1:04:48
41.0%	4095000	3995.0000003553214	-102635.78406305285	199.88102345316202	131	1:04:44
41.0%	4100000	4000.00000035634	-102655.34371955507	200.87462880162374	131	1:04:41
41.0%	4105000	4005.0000003573587	-102566.18762813695	208.5187305741693	131	1:04:37
41.1%	4110000	4010.0000003583773	-103266.786650653	200.18705365657425	131	1:04:34
41.1%	4115000	4015.000000359396	-103214.92030525068	206.34692879317294	131	1:04:31
41.2%	4120000	4020.0000003604146	-102663.04506282741	204.5768573665907	131	1:04:27
41.2%	4125000	4025.000000361433	-102003.85618524812	204.37750345687374	131	1:04:24
41.3%	4130000	4030.000000362452	-102892.8220130303	207.46728021744812	131	1:04:20
41.4%	4135000	4035.0000003634705	-102729.21832980914	204.42610230145732	131	1:04:17
41.4%	4140000	4040.000000364489	-102385.6509318212	198.29284704491548	131	1:04:13
41.5%	4145000	4045.0000003655077	-102715.97758005327	200.0047098408953	131	1:04:10
41.5%	4150000	4050.0000003665264	-102262.68917478668	203.30679650411744	131	1:04:06
41.5%	4155000	4055.000000367545	-103187.4901691149	198.670664444665	131	1:04:03
41.6%	4160000	4060.0000003685636	-102629.76893235883	199.6831643711547	131	1:04:00
41.6%	4165000	4065.0000003695823	-102943.50445773825	200.416893299521	131	1:03:56
41.7%	4170000	4070.000000370601	-102624.65065404074	199.43073485652766	131	1:03:53
41.8%	4175000	4075.0000003716195	-103078.64497675141	199.6325796970983	131	1:03:49
41.8%	4180000	4080.000000372638	-103011.11041375203	197.20019608033738	131	1:03:46
41.9%	4185000	4085.000000373657	-102616.04514112184	198.80949129791617	131	1:03:42
41.9%	4190000	4090.0000003746754	-102520.57287350483	199.20551804256013	131	1:03:39
42.0%	4195000	4095.000000375694	-102886.75602299953	202.904594843989	131	1:03:35
42.0%	4200000	4100.000000376713	-102666.7852413468	200.64349150209776	131	1:03:32
42.0%	4205000	4105.000000377731	-102647.52267441247	197.93880045834308	131	1:03:29
42.1%	4210000	4110.00000037875	-102676.74448041525	202.3090289785306	131	1:03:25
42.1%	4215000	4115.000000379769	-102516.42688152334	198.93732883688023	131	1:03:22
42.2%	4220000	4120.000000380787	-102788.97001999663	201.12233601308435	131	1:03:18
42.2%	4225000	4125.000000381806	-102929.6185166114	199.94774965579668	131	1:03:15
42.3%	4230000	4130.0000003828245	-103021.6611022912	206.31928089744923	131	1:03:11
42.4%	4235000	4135.000000383843	-102842.31289014267	198.1739678645161	131	1:03:08
42.4%	4240000	4140.000000384862	-102910.1588839828	201.76551894137577	131	1:03:05
42.5%	4245000	4145.00000038588	-102807.29024807131	204.12835009993577	131	1:03:01
42.5%	4250000	4150.000000386899	-102459.4710323126	197.23675537472621	131	1:02:58
42.5%	4255000	4155.000000387918	-102741.73549689306	198.8457466114513	131	1:02:54
42.6%	4260000	4160.000000388936	-103328.7380954451	200.23879314540284	131	1:02:51
42.6%	4265000	4165.000000389955	-103457.33820696548	203.10658553441704	132	1:02:47
42.7%	4270000	4170.000000390974	-102584.5043425546	200.74899049345765	132	1:02:44
42.8%	4275000	4175.000000391992	-103034.18759957049	204.07572349897575	132	1:02:41
42.8%	4280000	4180.000000393011	-102866.79968626471	200.14931143153396	132	1:02:37
42.9%	4285000	4185.0000003940295	-102480.28412686987	203.5367189032839	132	1:02:34
42.9%	4290000	4190.000000395048	-103045.75022187922	200.00633022186713	132	1:02:30
43.0%	4295000	4195.000000396067	-102967.68750272691	199.92226278002985	132	1:02:27
43.0%	4300000	4200.000000397085	-102619.24502209295	203.16092974481774	132	1:02:24
43.0%	4305000	4205.000000398104	-102557.89560804889	201.4049022487963	132	1:02:20
43.1%	4310000	4210.000000399123	-103295.85346626537	201.23447728812909	132	1:02:17
43.1%	4315000	4215.000000400141	-102145.60259091761	202.8789638069026	132	1:02:13
43.2%	4320000	4220.00000040116	-103278.31272075092	201.31338896230756	132	1:02:10
43.2%	4325000	4225.000000402179	-102676.5436084941	203.5921438968238	132	1:02:06
43.3%	4330000	4230.000000403197	-102963.95563541725	203.7066261918729	132	1:02:03
43.4%	4335000	4235.000000404216	-103308.59453756642	197.8972711186028	132	1:02:00
43.4%	4340000	4240.0000004052345	-102573.48769254657	201.27518321634705	132	1:01:56
43.5%	4345000	4245.000000406253	-102862.0999904559	202.00466429065924	132	1:01:53
43.5%	4350000	4250.000000407272	-102645.44497596845	198.83541764376022	132	1:01:49
43.5%	4355000	4255.00000040829	-102599.12369628297	202.987208588343	132	1:01:46
43.6%	4360000	4260.000000409309	-102375.84291760856	201.60012934201578	132	1:01:43
43.6%	4365000	4265.000000410328	-103213.36623685947	203.46939111258666	132	1:01:39
43.7%	4370000	4270.000000411346	-103303.10821948759	203.56531978682062	132	1:01:36
43.8%	4375000	4275.000000412365	-103210.65173165454	205.0818232487513	132	1:01:32
43.8%	4380000	4280.0000004133835	-102649.80151508097	202.72678377234274	132	1:01:29
43.9%	4385000	4285.000000414402	-102574.83138820063	204.156204912972	132	1:01:25
43.9%	4390000	4290.000000415421	-103519.21206456004	201.67419830445166	132	1:01:22
44.0%	4395000	4295.000000416439	-102510.08415066311	201.47729416445154	132	1:01:19
44.0%	4400000	4300.000000417458	-103193.64699559333	198.052222945669	132	1:01:15
44.0%	4405000	4305.000000418477	-102611.24249966163	203.8922239655	132	1:01:12
44.1%	4410000	4310.000000419495	-102543.45724380435	205.6922425915687	132	1:01:08
44.1%	4415000	4315.000000420514	-102561.66547841858	197.99131572473232	132	1:01:05
44.2%	4420000	4320.000000421533	-102347.67463245476	207.49205297307964	132	1:01:02
44.2%	4425000	4325.000000422551	-103279.73433023877	197.9088729042366	132	1:00:58
44.3%	4430000	4330.00000042357	-103001.4287491166	203.3966705946909	132	1:00:55
44.4%	4435000	4335.0000004245885	-102839.66185161378	202.69808462798213	132	1:00:51
44.4%	4440000	4340.000000425607	-102173.53867946891	200.25005696366864	132	1:00:48
44.5%	4445000	4345.000000426626	-102948.80499397637	201.30954400528003	132	1:00:45
44.5%	4450000	4350.000000427644	-103431.39818515768	199.0367489781723	132	1:00:41
44.5%	4455000	4355.000000428663	-102770.28202889627	204.43656890164473	132	1:00:38
44.6%	4460000	4360.000000429682	-102402.6874980051	196.4254301477866	132	1:00:34
44.6%	4465000	4365.0000004307	-102915.50832052436	200.8985267370837	132	1:00:31
44.7%	4470000	4370.000000431719	-102528.56589237554	205.81107226429546	132	1:00:28
44.8%	4475000	4375.000000432738	-102079.75238589523	202.2135142624014	132	1:00:24
44.8%	4480000	4380.000000433756	-102853.25502489507	200.88450638600216	132	1:00:21
44.9%	4485000	4385.000000434775	-102443.14664167725	204.42803506698112	132	1:00:17
44.9%	4490000	4390.0000004357935	-102881.74588450417	200.3369472478524	132	1:00:14
45.0%	4495000	4395.000000436812	-102585.77728960151	200.02783347236047	132	1:00:11
45.0%	4500000	4400.000000437831	-102741.61653630296	201.18792284291956	132	1:00:07
45.0%	4505000	4405.000000438849	-102671.61306782579	199.66439629932196	132	1:00:04
45.1%	4510000	4410.000000439868	-102714.94857755769	201.66426087978232	132	1:00:00
45.1%	4515000	4415.000000440887	-102973.34453051584	201.7530576623745	132	59:57
45.2%	4520000	4420.000000441905	-103028.48822323512	201.6963045186799	132	59:54
45.2%	4525000	4425.000000442924	-102742.33582464233	201.01632852985867	132	59:50
45.3%	4530000	4430.000000443943	-103106.70933769969	201.52716763109768	132	59:47
45.4%	4535000	4435.000000444961	-102919.54314055014	200.2700804897003	132	59:43
45.4%	4540000	4440.00000044598	-102828.57587962411	202.5871501789184	132	59:40
45.5%	4545000	4445.0000004469985	-102093.22726463294	203.11411790056408	132	59:37
45.5%	4550000	4450.000000448017	-103134.63281878037	195.83400282460317	132	59:33
45.5%	4555000	4455.000000449036	-102774.37775600469	203.25015663451242	132	59:30
45.6%	4560000	4460.000000450054	-102865.25470094662	204.32098964125512	132	59:26
45.6%	4565000	4465.000000451073	-102411.81458750507	202.51179889160176	132	59:23
45.7%	4570000	4470.000000452092	-102228.48141873768	198.0910601892304	132	59:20
45.8%	4575000	4475.00000045311	-102838.5718285311	202.7045620380563	132	59:16
45.8%	4580000	4480.000000454129	-102679.1289653941	206.5379700374715	132	59:13
45.9%	4585000	4485.0000004551475	-103317.29975153459	201.12950955636697	132	59:09
45.9%	4590000	4490.000000456166	-103419.01829706924	201.42956730970093	132	59:06
46.0%	4595000	4495.000000457185	-102102.11143434979	201.30649647646098	132	59:03
46.0%	4600000	4500.000000458203	-102578.56760914205	197.94472645341128	132	58:59
46.0%	4605000	4505.000000459222	-102276.28306844458	198.47718241435138	132	58:56
46.1%	4610000	4510.000000460241	-103072.22032267507	200.77731541798832	132	58:53
46.1%	4615000	4515.000000461259	-102310.26432204153	201.4406147056922	132	58:49
46.2%	4620000	4520.000000462278	-102522.00028936891	202.67194063056712	132	58:46
46.2%	4625000	4525.000000463297	-102899.30542919459	200.2738475966832	132	58:42
46.3%	4630000	4530.000000464315	-102712.82955998275	200.04045318601536	132	58:39
46.4%	4635000	4535.000000465334	-102933.8284441987	203.3643357460728	132	58:36
46.4%	4640000	4540.0000004663525	-102641.83948681597	199.42004890197234	132	58:32
46.5%	4645000	4545.000000467371	-102957.0241690441	207.0408174327673	132	58:29
46.5%	4650000	4550.00000046839	-102594.85212797206	199.80790468000725	132	58:25
46.5%	4655000	4555.000000469408	-102411.03857946675	201.3209423321402	132	58:22
46.6%	4660000	4560.000000470427	-102532.12881538924	201.3149720321406	132	58:19
46.6%	4665000	4565.000000471446	-103288.2752679321	202.28327135146856	132	58:15
46.7%	4670000	4570.000000472464	-103148.3895237036	204.71559312494261	132	58:12
46.8%	4675000	4575.000000473483	-102798.61901323032	207.0570562808488	132	58:09
46.8%	4680000	4580.000000474502	-102628.40563855786	200.18679101315539	132	58:05
46.9%	4685000	4585.00000047552	-103266.16903644288	201.80575660391946	132	58:02
46.9%	4690000	4590.000000476539	-102756.8323153574	205.87454321160277	132	57:58
47.0%	4695000	4595.0000004775575	-102284.23899016576	198.46611908346088	132	57:55
47.0%	4700000	4600.000000478576	-102710.26883717999	200.55232037302198	132	57:52
47.0%	4705000	4605.000000479595	-102310.85743855732	200.82749376425872	132	57:48
47.1%	4710000	4610.000000480613	-102852.93229663745	200.55215772195484	132	57:45
47.1%	4715000	4615.000000481632	-102774.6280850512	205.1506778641946	132	57:41
47.2%	4720000	4620.000000482651	-102844.83432300296	199.15074864215364	132	57:38
47.2%	4725000	4625.000000483669	-102331.36433650507	201.35018674263137	132	57:35
47.3%	4730000	4630.000000484688	-102927.75307068694	205.00522238786027	132	57:31
47.4%	4735000	4635.000000485707	-102430.87254978763	198.4232231573778	132	57:28
47.4%	4740000	4640.000000486725	-102520.53003403172	205.22638269876796	132	57:25
47.5%	4745000	4645.000000487744	-102877.42918448569	197.64083305575048	132	57:21
47.5%	4750000	4650.000000488762	-102905.58435164299	199.94650385390364	132	57:18
47.5%	4755000	4655.000000489781	-102946.31360097555	202.7908012623136	132	57:14
47.6%	4760000	4660.0000004908	-102595.73735655891	202.31023067523316	132	57:11
47.6%	4765000	4665.000000491818	-103144.75190447643	202.16892227467724	132	57:08
47.7%	4770000	4670.000000492837	-102976.0990659194	200.20422616054975	132	57:04
47.8%	4775000	4675.000000493856	-101965.8478633766	200.6433695317566	132	57:01
47.8%	4780000	4680.000000494874	-102138.58974999934	205.6898872162414	132	56:58
47.9%	4785000	4685.000000495893	-102029.6512422259	201.61871387947707	132	56:54
47.9%	4790000	4690.0000004969115	-102695.27775454149	200.97326869391225	132	56:51
48.0%	4795000	4695.00000049793	-103035.9254547609	201.50345974640226	132	56:47
48.0%	4800000	4700.000000498949	-103215.70441262797	202.1412309996727	132	56:44
48.0%	4805000	4705.000000499967	-102498.9041087511	202.47889037519832	132	56:41
48.1%	4810000	4710.000000500986	-102669.74444587389	201.44673547567913	132	56:37
48.1%	4815000	4715.000000502005	-102183.8440142353	202.27840786764008	132	56:34
48.2%	4820000	4720.000000503023	-102886.103921019	203.49237441149734	132	56:30
48.2%	4825000	4725.000000504042	-102895.98890261725	202.0099580215784	132	56:27
48.3%	4830000	4730.000000505061	-102636.37714731321	202.77559531395264	132	56:24
48.4%	4835000	4735.000000506079	-102597.424105159	201.10555173463317	132	56:20
48.4%	4840000	4740.000000507098	-102683.09641579539	200.0726067065462	132	56:17
48.5%	4845000	4745.0000005081165	-102686.66321539134	200.7375139608814	132	56:14
48.5%	4850000	4750.000000509135	-103381.90628342284	198.16680320159023	132	56:10
48.5%	4855000	4755.000000510154	-102746.51004194235	202.62158193068416	132	56:07
48.6%	4860000	4760.000000511172	-102998.52596491063	197.85285464767185	132	56:04
48.6%	4865000	4765.000000512191	-103606.85036059842	204.26952114920368	132	56:00
48.7%	4870000	4770.00000051321	-103217.56504322821	202.06389965254945	132	55:57
48.8%	4875000	4775.000000514228	-103033.38814881165	199.9381302185332	132	55:53
48.8%	4880000	4780.000000515247	-102274.48991860636	204.23792633939078	132	55:50
48.9%	4885000	4785.000000516266	-102424.47354949778	201.35063566319613	132	55:47
48.9%	4890000	4790.000000517284	-102440.37333920132	202.72600025568593	132	55:43
49.0%	4895000	4795.000000518303	-102712.46241992852	200.82934206139427	132	55:40
49.0%	4900000	4800.0000005193215	-102356.41433369694	201.9949699894437	132	55:37
49.0%	4905000	4805.00000052034	-102732.38623589696	204.7745708075518	132	55:33
49.1%	4910000	4810.000000521359	-101770.55958825815	202.12411544809999	132	55:30
49.1%	4915000	4815.000000522377	-103395.73322060378	203.2952669002063	132	55:27
49.2%	4920000	4820.000000523396	-102879.87058937969	204.6021601929869	132	55:23
49.2%	4925000	4825.000000524415	-103310.03900242271	202.98712156795403	132	55:20
49.3%	4930000	4830.000000525433	-103089.35678162705	203.90789993397388	132	55:16
49.4%	4935000	4835.000000526452	-102368.4736587801	206.32286218176796	132	55:13
49.4%	4940000	4840.000000527471	-102982.43563790433	206.70295947976493	132	55:10
49.5%	4945000	4845.000000528489	-102881.42078474164	199.63355352132237	132	55:06
49.5%	4950000	4850.000000529508	-103017.38796428125	203.9501315442882	132	55:03
49.5%	4955000	4855.000000530526	-101926.94874479342	200.8253736261362	132	55:00
49.6%	4960000	4860.000000531545	-102187.4693924617	199.12137280150222	132	54:56
49.6%	4965000	4865.000000532564	-102385.82409997238	202.6971806876948	132	54:53
49.7%	4970000	4870.000000533582	-102993.02523794677	198.02649752231542	132	54:49
49.8%	4975000	4875.000000534601	-103262.7842557379	201.5765712320196	132	54:46
49.8%	4980000	4880.00000053562	-102468.5521638738	202.7950388962856	132	54:43
49.9%	4985000	4885.000000536638	-102965.6321041002	200.3214798832509	132	54:39
49.9%	4990000	4890.000000537657	-103267.72732353956	201.35174947890914	132	54:36
50.0%	4995000	4895.0000005386755	-102262.21249002824	203.62287715337388	132	54:33
50.0%	5000000	4900.000000539694	-102860.91421163315	204.8298446003721	132	54:29
50.0%	5005000	4905.000000540713	-103508.56723287981	206.2928319111598	132	54:26
50.1%	5010000	4910.000000541731	-102374.29810518073	205.9927766338257	132	54:23
50.1%	5015000	4915.00000054275	-102455.42477276083	201.6276737214871	132	54:19
50.2%	5020000	4920.000000543769	-103008.01743708597	199.09147818640378	132	54:16
50.2%	5025000	4925.000000544787	-102953.443036702	199.55410139877418	132	54:13
50.3%	5030000	4930.000000545806	-103335.3696189886	203.33969748819928	132	54:09
50.4%	5035000	4935.000000546825	-102903.07442852343	202.8660633787643	132	54:06
50.4%	5040000	4940.000000547843	-103306.14533970319	200.71732894809753	132	54:03
50.5%	5045000	4945.000000548862	-102741.41692530317	203.3967029341663	132	53:59
50.5%	5050000	4950.0000005498805	-102323.61883230973	197.08286958843726	132	53:56
50.5%	5055000	4955.000000550899	-102631.19395879796	201.71712407114174	132	53:52
50.6%	5060000	4960.000000551918	-102486.51034871629	198.59331691623535	132	53:49
50.6%	5065000	4965.000000552936	-102746.58394944342	202.14575555883542	132	53:46
50.7%	5070000	4970.000000553955	-102863.39644431835	202.35159017626117	132	53:42
50.8%	5075000	4975.000000554974	-103374.1880383864	198.90860408791696	132	53:39
50.8%	5080000	4980.000000555992	-102001.85328653548	199.99579743987837	132	53:36
50.9%	5085000	4985.000000557011	-102534.05192882149	202.20489504375706	132	53:32
50.9%	5090000	4990.00000055803	-102224.0765817985	206.14019125380196	132	53:29
51.0%	5095000	4995.000000559048	-103398.3475753474	201.03794869652103	132	53:26
51.0%	5100000	5000.000000560067	-102198.38512611715	205.62190695791114	132	53:22
51.0%	5105000	5005.0000005610855	-103101.37575850543	196.1607358842115	132	53:19
