Loading parameters

Initial system energy
-102593.86190879252 kJ/mol

MD run: 10000000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
18.1%	1810000	1709.999999966658	-102673.82292890223	201.3975748042113	131	1:30:13
18.1%	1815000	1714.9999999665397	-102018.59568199283	203.18776586154965	131	1:30:10
18.2%	1820000	1719.9999999664215	-102353.43485174933	201.803902506242	131	1:30:06
18.2%	1825000	1724.9999999663032	-102541.64665258955	205.259519899465	131	1:30:03
18.3%	1830000	1729.999999966185	-103130.41815521615	202.18402059607428	131	1:29:59
18.4%	1835000	1734.9999999660668	-102094.88028086117	201.36350960608536	131	1:29:56
18.4%	1840000	1739.9999999659485	-103410.44946454884	201.5797596707801	131	1:29:52
18.4%	1845000	1744.9999999658303	-102348.83217299404	201.0570522326534	131	1:29:49
18.5%	1850000	1749.999999965712	-102540.01210340159	199.9273686980828	131	1:29:46
18.6%	1855000	1754.9999999655938	-103041.29066686379	201.63642369097204	131	1:29:42
18.6%	1860000	1759.9999999654756	-102531.61969340174	200.37498507048383	131	1:29:39
18.6%	1865000	1764.9999999653573	-103007.26377506694	202.93557193275083	131	1:29:36
18.7%	1870000	1769.999999965239	-103117.49569190387	196.04102655131044	131	1:29:32
18.8%	1875000	1774.9999999651209	-102715.30089443736	200.5598828183205	131	1:29:29
18.8%	1880000	1779.9999999650026	-102862.68618562073	197.0163928225019	131	1:29:25
18.9%	1885000	1784.9999999648844	-103252.28625452984	200.5402882259985	131	1:29:22
18.9%	1890000	1789.9999999647662	-102932.781381384	202.41410679274196	131	1:29:18
18.9%	1895000	1794.999999964648	-102376.56268556509	202.80668006513133	131	1:29:15
19.0%	1900000	1799.9999999645297	-102417.6653130902	201.11956427342386	131	1:29:12
19.1%	1905000	1804.9999999644115	-103155.50166473398	204.71260058148977	131	1:29:08
19.1%	1910000	1809.9999999642932	-102497.02986530215	204.1188877410893	131	1:29:05
19.1%	1915000	1814.999999964175	-102673.96287889918	204.1363883518538	131	1:29:02
19.2%	1920000	1819.9999999640568	-103382.2944641863	202.46981639825339	131	1:28:58
19.2%	1925000	1824.9999999639385	-102806.98168803705	197.29718663679856	131	1:28:55
19.3%	1930000	1829.9999999638203	-102960.71909903083	201.32275861474216	131	1:28:51
19.4%	1935000	1834.999999963702	-102861.47442028997	204.67665376409934	131	1:28:48
19.4%	1940000	1839.9999999635838	-103219.49527014885	202.2812137135777	131	1:28:45
19.4%	1945000	1844.9999999634656	-102920.00010532001	197.56291595008543	131	1:28:41
19.5%	1950000	1849.9999999633474	-103192.81492132181	205.39480201932642	131	1:28:38
19.6%	1955000	1854.9999999632291	-103217.5734155043	204.0060952413847	131	1:28:35
19.6%	1960000	1859.999999963111	-103120.1242422983	202.18133520446187	131	1:28:31
19.6%	1965000	1864.9999999629927	-102780.02642957494	202.56911338616803	131	1:28:28
19.7%	1970000	1869.9999999628744	-103211.29427540302	203.6013487945393	131	1:28:24
19.8%	1975000	1874.9999999627562	-102641.92382218782	200.95953993510744	131	1:28:21
19.8%	1980000	1879.999999962638	-102594.53126846813	197.28892607114932	131	1:28:18
19.9%	1985000	1884.9999999625197	-102700.75869951304	203.96494663505564	131	1:28:14
19.9%	1990000	1889.9999999624015	-102661.11045099795	203.46062691970272	131	1:28:11
19.9%	1995000	1894.9999999622833	-103001.98490997311	203.70014338599745	131	1:28:07
20.0%	2000000	1899.999999962165	-102245.96200574515	201.6451093828233	131	1:28:04
20.1%	2005000	1904.9999999620468	-102604.32461826876	203.99198492277492	131	1:28:01
20.1%	2010000	1909.9999999619286	-102179.29596055951	199.70745645329006	131	1:27:57
20.1%	2015000	1914.9999999618103	-102224.7615770977	202.67967831526366	131	1:27:54
20.2%	2020000	1919.999999961692	-103493.02768252231	201.17236211409502	131	1:27:50
20.2%	2025000	1924.9999999615738	-103184.96910934895	202.21827140669402	131	1:27:47
20.3%	2030000	1929.9999999614556	-102679.95681103924	198.51646564574042	131	1:27:44
20.4%	2035000	1934.9999999613374	-102970.60784682399	198.67185293582364	131	1:27:40
20.4%	2040000	1939.9999999612191	-102352.75821289839	206.21600505126054	131	1:27:37
20.4%	2045000	1944.999999961101	-102832.34061890608	201.98177272005015	131	1:27:34
20.5%	2050000	1949.9999999609827	-102454.9972933461	204.650176571101	131	1:27:30
20.6%	2055000	1954.9999999608644	-103085.96591294464	204.07954270138953	131	1:27:27
20.6%	2060000	1959.9999999607462	-102537.26652927836	199.66682291450093	131	1:27:23
20.6%	2065000	1964.999999960628	-102546.33517394774	201.11005187109836	131	1:27:20
20.7%	2070000	1969.9999999605097	-102122.50576386042	205.35675191129423	131	1:27:17
20.8%	2075000	1974.9999999603915	-102699.76709210081	196.81618736783938	131	1:27:13
20.8%	2080000	1979.9999999602733	-103328.7478893376	198.26624313312934	131	1:27:10
20.9%	2085000	1984.999999960155	-101527.2132277796	203.11595172428946	131	1:27:07
20.9%	2090000	1989.9999999600368	-103206.71009756299	199.95697415763007	131	1:27:03
20.9%	2095000	1994.9999999599186	-102865.66780158132	198.7924278557192	131	1:27:00
21.0%	2100000	1999.9999999598003	-102810.86885774741	203.5828824296229	131	1:26:56
21.1%	2105000	2004.999999959682	-103015.53110201797	200.9680402505544	131	1:26:53
21.1%	2110000	2009.9999999595639	-102600.45169955958	198.75134085603526	131	1:26:50
21.1%	2115000	2014.9999999594456	-101967.16374403378	202.2455334461617	131	1:26:46
21.2%	2120000	2019.9999999593274	-102667.64191515371	200.39085773685966	131	1:26:43
21.2%	2125000	2024.9999999592092	-102802.47362559568	198.42632428972843	131	1:26:40
21.3%	2130000	2029.999999959091	-103022.37046775455	201.92413046170745	131	1:26:36
21.4%	2135000	2034.9999999589727	-102649.55951237213	199.65320353258826	131	1:26:33
21.4%	2140000	2039.9999999588545	-102467.96925384412	200.44978088173497	131	1:26:30
21.4%	2145000	2044.9999999587362	-102250.7190322685	198.8023495966423	131	1:26:26
21.5%	2150000	2049.9999999590727	-103288.05105594406	199.01850121335676	131	1:26:23
21.6%	2155000	2054.9999999600914	-102623.21245030547	202.40853454023178	131	1:26:19
21.6%	2160000	2059.99999996111	-102415.77753171697	200.33303342547248	131	1:26:16
21.6%	2165000	2064.9999999621286	-103171.83830031054	200.92300850235176	131	1:26:13
21.7%	2170000	2069.9999999631473	-103154.44877268327	199.53789263214895	131	1:26:09
21.8%	2175000	2074.999999964166	-102796.36817124533	199.99656631749815	131	1:26:06
21.8%	2180000	2079.9999999651845	-102808.53146280721	201.15202181638236	131	1:26:03
21.9%	2185000	2084.999999966203	-102803.60778371943	206.4348331734983	131	1:25:59
21.9%	2190000	2089.999999967222	-102508.00495987479	200.91796547967138	131	1:25:56
21.9%	2195000	2094.9999999682404	-102419.23121839715	198.04562869227533	131	1:25:53
22.0%	2200000	2099.999999969259	-102428.66221145773	203.22274427910284	131	1:25:49
22.1%	2205000	2104.9999999702777	-102085.64933254058	202.2277052560763	131	1:25:46
22.1%	2210000	2109.9999999712963	-102585.1871212637	200.04862992230468	131	1:25:42
22.1%	2215000	2114.999999972315	-102458.71690338384	203.17315183421672	131	1:25:39
22.2%	2220000	2119.9999999733336	-102259.65491918614	199.92969431425422	131	1:25:36
22.2%	2225000	2124.9999999743522	-102579.30996465962	199.72882775591395	131	1:25:32
22.3%	2230000	2129.999999975371	-102828.4638772225	201.08308375652166	131	1:25:29
22.4%	2235000	2134.9999999763895	-102567.3530642977	202.07407643339351	131	1:25:26
22.4%	2240000	2139.999999977408	-103304.56845396012	198.80197873928694	131	1:25:22
22.4%	2245000	2144.999999978427	-102544.82744399179	198.78333504187077	131	1:25:19
22.5%	2250000	2149.9999999794454	-102652.70655325986	201.0198523410457	131	1:25:16
22.6%	2255000	2154.999999980464	-102781.09546780167	200.77890949261683	131	1:25:12
22.6%	2260000	2159.9999999814827	-102803.78079731716	203.47704062690374	131	1:25:09
22.6%	2265000	2164.9999999825013	-102510.88573666895	202.3105777671657	131	1:25:06
22.7%	2270000	2169.99999998352	-103432.25442628143	203.18533944652944	131	1:25:02
22.8%	2275000	2174.9999999845386	-102630.92716417788	197.62573652238734	131	1:24:59
22.8%	2280000	2179.999999985557	-102501.60543696769	204.7353861108771	131	1:24:55
22.9%	2285000	2184.999999986576	-102727.68128757877	200.62000121378713	131	1:24:52
22.9%	2290000	2189.9999999875945	-102672.28459803853	202.97432922168045	131	1:24:49
22.9%	2295000	2194.999999988613	-102772.61994965747	201.62375991854708	131	1:24:45
23.0%	2300000	2199.9999999896318	-102635.24982872885	199.10076355437266	131	1:24:42
23.1%	2305000	2204.9999999906504	-103145.95241244556	202.471304529429	131	1:24:39
23.1%	2310000	2209.999999991669	-102786.84447634546	200.94229853683677	131	1:24:35
23.1%	2315000	2214.9999999926877	-103062.88853638945	205.49668677042555	131	1:24:32
23.2%	2320000	2219.9999999937063	-102602.09382008668	202.0347889323249	131	1:24:29
23.2%	2325000	2224.999999994725	-103416.19335098658	202.97934101287984	131	1:24:25
23.3%	2330000	2229.9999999957436	-102799.38228968438	202.92836584958602	131	1:24:22
23.4%	2335000	2234.999999996762	-102942.02561796876	201.83113010450438	131	1:24:19
23.4%	2340000	2239.999999997781	-102971.96729846578	200.17248528494028	131	1:24:15
23.4%	2345000	2244.9999999987995	-102095.9027306079	199.02686767490673	131	1:24:12
23.5%	2350000	2249.999999999818	-102260.52535013156	200.76635232570058	131	1:24:09
23.6%	2355000	2255.0000000008367	-102531.89560422301	199.20909908080455	131	1:24:05
23.6%	2360000	2260.0000000018554	-102702.01137930015	202.5891977047638	131	1:24:02
23.6%	2365000	2265.000000002874	-102731.78315389343	200.75524789853154	131	1:23:59
23.7%	2370000	2270.0000000038926	-103141.88316259021	201.0488463397295	131	1:23:55
23.8%	2375000	2275.0000000049113	-102743.37874363456	200.81721400244388	131	1:23:52
23.8%	2380000	2280.00000000593	-102654.2748947842	203.31912081316437	131	1:23:48
23.9%	2385000	2285.0000000069485	-102467.01684681745	197.6693980620376	131	1:23:45
23.9%	2390000	2290.000000007967	-102529.97928585252	202.26347602825064	131	1:23:42
23.9%	2395000	2295.000000008986	-102336.51289873943	203.37225989695293	131	1:23:38
24.0%	2400000	2300.0000000100044	-103060.94708661549	194.96643204197412	131	1:23:35
24.1%	2405000	2305.000000011023	-103353.31433598604	202.63749485052426	131	1:23:32
24.1%	2410000	2310.0000000120417	-102916.20459476486	200.60047459125835	131	1:23:28
24.1%	2415000	2315.0000000130603	-102714.45482931519	201.9790878151447	131	1:23:25
24.2%	2420000	2320.000000014079	-103030.63250940666	201.8456125182464	131	1:23:22
24.2%	2425000	2325.0000000150976	-102172.87536429148	200.9593599499267	131	1:23:18
24.3%	2430000	2330.0000000161162	-102757.80924180616	203.32180092070854	131	1:23:15
24.4%	2435000	2335.000000017135	-102477.48788776575	196.14405992097016	131	1:23:12
24.4%	2440000	2340.0000000181535	-102818.92877947493	202.40915665588088	131	1:23:08
24.4%	2445000	2345.000000019172	-102647.78009105753	200.537337139388	131	1:23:05
24.5%	2450000	2350.000000020191	-102709.66436689673	200.58390945955426	131	1:23:02
24.6%	2455000	2355.0000000212094	-102492.07275794633	199.50735997423433	131	1:22:58
24.6%	2460000	2360.000000022228	-103109.90529928682	202.23097562948556	131	1:22:55
24.6%	2465000	2365.0000000232467	-102781.4579988257	201.08010145228067	131	1:22:52
24.7%	2470000	2370.0000000242653	-102695.12518495694	201.75626926821943	131	1:22:48
24.8%	2475000	2375.000000025284	-102442.14609512268	204.22172988343846	131	1:22:45
24.8%	2480000	2380.0000000263026	-102408.00784992334	201.06707752796953	131	1:22:42
24.9%	2485000	2385.000000027321	-102442.41250615707	201.1865958765643	131	1:22:38
24.9%	2490000	2390.00000002834	-102834.88051315164	198.2531383129904	131	1:22:35
24.9%	2495000	2395.0000000293585	-102830.26537602907	204.48227830758162	131	1:22:32
25.0%	2500000	2400.000000030377	-103595.31893555168	204.82794531790938	131	1:22:28
25.1%	2505000	2405.0000000313958	-103136.68823020393	200.3675092397281	131	1:22:25
25.1%	2510000	2410.0000000324144	-102851.16682562698	202.5569792326894	131	1:22:22
25.1%	2515000	2415.000000033433	-102331.07683565654	203.527270474164	131	1:22:18
25.2%	2520000	2420.0000000344517	-103362.96331896307	197.56938448999813	131	1:22:15
25.2%	2525000	2425.0000000354703	-102863.88050687732	202.97905940201943	131	1:22:12
25.3%	2530000	2430.000000036489	-103561.51238285052	200.09968845522442	131	1:22:08
25.4%	2535000	2435.0000000375076	-102585.4454500759	203.88534117646878	131	1:22:05
25.4%	2540000	2440.000000038526	-101941.7248763754	200.90916941065555	131	1:22:02
25.4%	2545000	2445.000000039545	-102431.75745815597	202.9899314427396	131	1:21:58
25.5%	2550000	2450.0000000405635	-102481.84485460259	207.5242442405762	131	1:21:55
25.6%	2555000	2455.000000041582	-102479.14314908907	201.20850667800616	131	1:21:52
25.6%	2560000	2460.0000000426007	-102776.95219417894	201.53228111381583	131	1:21:48
25.6%	2565000	2465.0000000436194	-102551.2425157032	202.9121682776714	131	1:21:45
25.7%	2570000	2470.000000044638	-102401.2700075861	201.2543095223249	131	1:21:42
25.8%	2575000	2475.0000000456566	-103178.34494514018	204.2213202566205	131	1:21:38
25.8%	2580000	2480.0000000466753	-102270.63364425115	200.24154938096632	131	1:21:35
25.9%	2585000	2485.000000047694	-103074.22998690698	199.65121681592092	131	1:21:32
25.9%	2590000	2490.0000000487125	-102816.95236895373	197.89472589165783	131	1:21:28
25.9%	2595000	2495.000000049731	-102032.76237786282	205.79080576001846	131	1:21:25
26.0%	2600000	2500.00000005075	-102315.48893621843	203.86551156044308	131	1:21:22
26.1%	2605000	2505.0000000517684	-102402.76736696204	206.7405764953117	131	1:21:18
26.1%	2610000	2510.000000052787	-102795.41346330708	202.7513759907107	131	1:21:15
26.1%	2615000	2515.0000000538057	-103234.48935216991	201.50295726820121	131	1:21:12
26.2%	2620000	2520.0000000548243	-103369.27965608891	198.82380634621117	131	1:21:08
26.2%	2625000	2525.000000055843	-102613.60087356856	205.1439576791884	131	1:21:05
26.3%	2630000	2530.0000000568616	-103361.1060862164	204.3366965877677	131	1:21:02
26.4%	2635000	2535.0000000578802	-102973.24656619644	205.98562803897588	131	1:20:58
26.4%	2640000	2540.000000058899	-102549.63905970566	199.834038673473	131	1:20:55
26.4%	2645000	2545.0000000599175	-102941.30638565728	201.1990662064204	131	1:20:52
26.5%	2650000	2550.000000060936	-102441.31049042568	202.4234162672917	131	1:20:48
26.6%	2655000	2555.000000061955	-102726.71883260319	198.7246127065095	131	1:20:45
26.6%	2660000	2560.0000000629734	-102285.16160521423	201.10800080929334	131	1:20:42
26.6%	2665000	2565.000000063992	-103311.54746517027	201.27079392556644	131	1:20:38
26.7%	2670000	2570.0000000650107	-102879.79080826277	198.97956463612172	131	1:20:35
26.8%	2675000	2575.0000000660293	-103179.37361177756	203.00344473683737	131	1:20:31
26.8%	2680000	2580.000000067048	-102584.99649179215	206.56479795625833	131	1:20:28
26.9%	2685000	2585.0000000680666	-102845.26078249747	202.11103571231416	131	1:20:25
26.9%	2690000	2590.000000069085	-102454.40935531398	203.34630535883568	131	1:20:21
26.9%	2695000	2595.000000070104	-102656.8279194301	200.13145335219698	131	1:20:18
27.0%	2700000	2600.0000000711225	-102934.3371576122	202.02286905096733	131	1:20:15
27.1%	2705000	2605.000000072141	-102740.44894531416	200.1489742492756	131	1:20:11
27.1%	2710000	2610.0000000731598	-103087.3002614025	201.88458078054563	131	1:20:08
27.1%	2715000	2615.0000000741784	-102717.87513299985	196.6457720419194	131	1:20:05
27.2%	2720000	2620.000000075197	-103043.826019397	203.17596146856957	131	1:20:01
27.2%	2725000	2625.0000000762157	-102930.84291136824	206.5359316479564	131	1:19:58
27.3%	2730000	2630.0000000772343	-102540.49632917438	201.03920249168866	131	1:19:55
27.4%	2735000	2635.000000078253	-102864.75402740901	206.30879026510794	131	1:19:51
27.4%	2740000	2640.0000000792716	-102295.94443212356	201.5001669898878	131	1:19:48
27.4%	2745000	2645.00000008029	-102506.49907170283	200.39246661379045	131	1:19:45
27.5%	2750000	2650.000000081309	-102721.95385885471	200.74920334760517	131	1:19:41
27.6%	2755000	2655.0000000823275	-102690.39434367139	202.03827484316585	131	1:19:38
27.6%	2760000	2660.000000083346	-102618.33518144721	200.38597651176545	131	1:19:35
27.6%	2765000	2665.0000000843647	-102239.58886549575	200.97606007037214	131	1:19:32
27.7%	2770000	2670.0000000853834	-102981.54374594428	201.59777766190098	131	1:19:28
27.8%	2775000	2675.000000086402	-102897.99974867795	198.82630841356846	131	1:19:25
27.8%	2780000	2680.0000000874206	-102385.15747444611	199.26647648493795	131	1:19:21
27.9%	2785000	2685.0000000884393	-102747.14846186945	199.5968966396362	131	1:19:18
27.9%	2790000	2690.000000089458	-102512.20997960027	195.5629082689455	131	1:19:15
27.9%	2795000	2695.0000000904765	-103297.79230318451	203.57556392646444	131	1:19:12
28.0%	2800000	2700.000000091495	-102735.10555313295	202.46344060141752	131	1:19:09
28.1%	2805000	2705.000000092514	-102137.46693854546	201.8113424106799	131	1:19:06
28.1%	2810000	2710.0000000935324	-102368.77497369563	205.28711198683322	131	1:19:03
28.1%	2815000	2715.000000094551	-102668.88591970876	205.03208787134884	131	1:18:59
28.2%	2820000	2720.0000000955697	-103007.19317197194	201.85653053084224	131	1:18:56
28.2%	2825000	2725.0000000965883	-102412.44166938635	199.67764541452237	131	1:18:53
28.3%	2830000	2730.000000097607	-102111.81535344338	200.20709814140915	131	1:18:49
28.4%	2835000	2735.0000000986256	-102378.38885896886	203.3480362260218	131	1:18:46
28.4%	2840000	2740.0000000996442	-103501.34509224398	201.18856141996744	131	1:18:43
28.4%	2845000	2745.000000100663	-102184.55037166178	197.38757799842742	131	1:18:39
28.5%	2850000	2750.0000001016815	-102829.22167072026	204.53146700426444	131	1:18:36
28.6%	2855000	2755.0000001027	-102665.8211472379	199.6366967383553	131	1:18:33
28.6%	2860000	2760.000000103719	-102452.99529624172	199.68025799162584	131	1:18:29
28.6%	2865000	2765.0000001047374	-103082.54603966186	203.53346110434248	131	1:18:26
28.7%	2870000	2770.000000105756	-102630.50243200082	201.04624767554182	131	1:18:23
28.8%	2875000	2775.0000001067747	-102510.15299523249	202.13206652213378	131	1:18:20
28.8%	2880000	2780.0000001077933	-102463.87317824783	199.28780910487998	131	1:18:16
28.9%	2885000	2785.000000108812	-102616.3812013208	203.56239890431658	131	1:18:13
28.9%	2890000	2790.0000001098306	-102788.79541430902	204.5120967437414	131	1:18:10
28.9%	2895000	2795.000000110849	-102508.06923653651	200.97431897552144	131	1:18:06
29.0%	2900000	2800.000000111868	-102968.63143484108	199.12730890111078	131	1:18:03
29.1%	2905000	2805.0000001128865	-102654.78051139973	200.90882584903045	131	1:18:00
29.1%	2910000	2810.000000113905	-102558.40077092685	201.73977009046845	131	1:17:56
29.1%	2915000	2815.0000001149238	-102866.24917111825	201.55501696982265	131	1:17:53
29.2%	2920000	2820.0000001159424	-103017.61558024911	197.26490542242047	131	1:17:50
29.2%	2925000	2825.000000116961	-102781.71216629818	199.75308852936828	131	1:17:46
29.3%	2930000	2830.0000001179797	-102482.92699629115	206.99647714382488	131	1:17:43
29.4%	2935000	2835.0000001189983	-102839.55536618223	201.46542247215731	131	1:17:40
29.4%	2940000	2840.000000120017	-103353.19870483829	206.73771530666235	131	1:17:37
29.4%	2945000	2845.0000001210356	-102779.19816638203	205.59407045141697	131	1:17:33
29.5%	2950000	2850.000000122054	-102199.03749107989	201.36137784290062	131	1:17:30
29.6%	2955000	2855.000000123073	-102477.8987338664	202.97841944251013	131	1:17:27
29.6%	2960000	2860.0000001240915	-102740.0163584007	197.8119662196125	131	1:17:23
29.6%	2965000	2865.00000012511	-102539.02247236157	205.70583300991964	131	1:17:20
29.7%	2970000	2870.0000001261287	-102641.03331260942	202.270510758686	131	1:17:17
29.8%	2975000	2875.0000001271474	-102801.3448193986	200.31906403955455	131	1:17:14
29.8%	2980000	2880.000000128166	-102881.00609832536	204.76464139974075	131	1:17:10
29.9%	2985000	2885.0000001291846	-102143.03589092987	204.33933246730635	131	1:17:07
29.9%	2990000	2890.0000001302033	-103050.0718541271	204.1953198924747	131	1:17:03
29.9%	2995000	2895.000000131222	-102777.52683918783	198.91704120773989	131	1:17:00
30.0%	3000000	2900.0000001322405	-102809.78249039687	206.82133825629418	131	1:16:57
30.1%	3005000	2905.000000133259	-102660.68739335751	199.83365724961683	131	1:16:54
30.1%	3010000	2910.000000134278	-103019.03645752091	203.77695629662915	131	1:16:50
30.1%	3015000	2915.0000001352964	-102609.48742014728	201.54303190344578	131	1:16:47
30.2%	3020000	2920.000000136315	-103091.52090215916	201.56332195044772	131	1:16:44
30.2%	3025000	2925.0000001373337	-102577.56078856904	198.58676598701737	131	1:16:40
30.3%	3030000	2930.0000001383523	-102949.62815281376	202.57684612915858	131	1:16:37
30.4%	3035000	2935.000000139371	-103179.94133614656	200.5896279795365	131	1:16:34
30.4%	3040000	2940.0000001403896	-102889.78681470407	198.61657901117943	131	1:16:30
30.4%	3045000	2945.0000001414082	-102796.47105861828	201.2869824085838	131	1:16:27
30.5%	3050000	2950.000000142427	-103369.01845802646	199.55578547947226	131	1:16:24
30.6%	3055000	2955.0000001434455	-102355.19079372939	203.77744000930105	131	1:16:20
30.6%	3060000	2960.000000144464	-102893.49776018411	200.97604544122402	131	1:16:17
30.6%	3065000	2965.0000001454828	-103844.76553375926	201.7139141885907	131	1:16:14
30.7%	3070000	2970.0000001465014	-102262.68042432657	201.58244428563634	131	1:16:10
30.8%	3075000	2975.00000014752	-102487.11031615082	203.54836301371952	131	1:16:07
30.8%	3080000	2980.0000001485387	-102729.7523816065	205.71900132040696	131	1:16:04
30.9%	3085000	2985.0000001495573	-102241.53438522061	201.8578145693271	131	1:16:00
30.9%	3090000	2990.000000150576	-102970.98680035211	202.72627527791252	131	1:15:57
30.9%	3095000	2995.0000001515946	-103110.52639481425	201.06257809596966	131	1:15:54
31.0%	3100000	3000.000000152613	-102753.54140001955	206.33257212099042	131	1:15:50
31.1%	3105000	3005.000000153632	-103136.16473490559	202.8515654542872	131	1:15:47
31.1%	3110000	3010.0000001546505	-103207.75682907365	200.89124757175463	131	1:15:44
31.1%	3115000	3015.000000155669	-102506.53107522987	199.37914136179054	131	1:15:40
31.2%	3120000	3020.0000001566877	-103419.80726517225	205.48868985226085	131	1:15:37
31.2%	3125000	3025.0000001577064	-102237.45358121023	199.57296221155872	131	1:15:34
31.3%	3130000	3030.000000158725	-101306.57171650976	198.2713706704788	131	1:15:31
31.4%	3135000	3035.0000001597436	-103182.30725293048	200.91368429371104	131	1:15:27
31.4%	3140000	3040.0000001607623	-102578.17834678199	200.23301652494152	131	1:15:24
31.4%	3145000	3045.000000161781	-102997.24152249098	201.33510347463798	131	1:15:20
31.5%	3150000	3050.0000001627996	-102716.0122496984	198.43838345064466	131	1:15:17
31.6%	3155000	3055.000000163818	-103151.49183253152	203.252439622182	131	1:15:14
31.6%	3160000	3060.000000164837	-102825.61313531641	202.6611199389244	131	1:15:11
31.6%	3165000	3065.0000001658555	-103041.32582004322	202.81593274615432	131	1:15:07
31.7%	3170000	3070.000000166874	-102932.24199996144	202.84248278868483	131	1:15:04
31.8%	3175000	3075.0000001678927	-103505.8746173298	206.53717544332	131	1:15:01
31.8%	3180000	3080.0000001689114	-103076.76956187608	199.7771731499507	131	1:14:57
31.9%	3185000	3085.00000016993	-102873.13175837928	196.75298727950238	131	1:14:54
31.9%	3190000	3090.0000001709486	-103031.01041035773	202.24954902995927	131	1:14:51
31.9%	3195000	3095.0000001719673	-102511.62928983383	202.65215220200525	131	1:14:47
32.0%	3200000	3100.000000172986	-102982.07630669558	202.47161323593494	131	1:14:44
32.0%	3205000	3105.0000001740045	-102565.04761787783	204.8122358237779	131	1:14:41
32.1%	3210000	3110.000000175023	-102426.53571585892	200.86772822267818	131	1:14:37
32.1%	3215000	3115.000000176042	-102860.87505484745	204.086492542352	131	1:14:34
32.2%	3220000	3120.0000001770604	-102805.55963377422	201.96109304746562	131	1:14:31
32.2%	3225000	3125.000000178079	-102754.9441047865	200.06976167117895	131	1:14:27
32.3%	3230000	3130.0000001790977	-102334.9206075687	202.14276017357338	131	1:14:24
32.4%	3235000	3135.0000001801163	-101974.54087024508	200.1799168587772	131	1:14:21
32.4%	3240000	3140.000000181135	-103287.34212143533	202.15113095998498	131	1:14:17
32.5%	3245000	3145.0000001821536	-103049.2056678962	200.54985786772605	131	1:14:14
32.5%	3250000	3150.0000001831722	-102723.64690222405	203.2212388637983	131	1:14:11
32.5%	3255000	3155.000000184191	-102216.53395252023	197.86132782410323	131	1:14:07
32.6%	3260000	3160.0000001852095	-102644.87969860388	205.75583037570857	131	1:14:04
32.6%	3265000	3165.000000186228	-102896.85505345883	201.91318136040846	131	1:14:01
32.7%	3270000	3170.0000001872468	-102644.0334223914	202.2085750491058	131	1:13:57
32.8%	3275000	3175.0000001882654	-102438.71233782964	200.84550256384244	131	1:13:54
32.8%	3280000	3180.000000189284	-101805.83639552444	200.61900289827932	131	1:13:51
32.9%	3285000	3185.0000001903027	-103336.2503549559	201.59984736994323	131	1:13:48
32.9%	3290000	3190.0000001913213	-102900.46027137712	203.87340064036286	131	1:13:44
33.0%	3295000	3195.00000019234	-102785.2276597512	201.15458650254797	131	1:13:41
33.0%	3300000	3200.0000001933586	-102590.43763222313	204.13841774836402	131	1:13:38
33.0%	3305000	3205.000000194377	-102375.72243553726	201.1476569499374	131	1:13:34
33.1%	3310000	3210.000000195396	-102720.53213284537	201.44959484491625	131	1:13:31
33.1%	3315000	3215.0000001964145	-102597.73447017744	205.92040301292482	131	1:13:28
33.2%	3320000	3220.000000197433	-102346.80748825427	203.97092803677424	131	1:13:24
33.2%	3325000	3225.0000001984517	-103102.18688676972	200.32777547946978	131	1:13:21
33.3%	3330000	3230.0000001994704	-102833.32208657637	200.80315493119568	131	1:13:18
33.4%	3335000	3235.000000200489	-103083.43150126282	203.65663251630667	131	1:13:14
33.4%	3340000	3240.0000002015076	-103479.27660988132	201.56819062135727	131	1:13:11
33.5%	3345000	3245.0000002025263	-103011.4822187475	201.3093082727362	131	1:13:08
33.5%	3350000	3250.000000203545	-102832.88721994916	203.49847695969294	131	1:13:04
33.5%	3355000	3255.0000002045635	-103487.86909677042	199.55533744074077	131	1:13:01
33.6%	3360000	3260.000000205582	-103079.8558148644	202.33081774482167	131	1:12:58
33.6%	3365000	3265.000000206601	-102778.10232471256	203.1591862786352	131	1:12:54
33.7%	3370000	3270.0000002076195	-103016.73671239102	205.00238002766355	131	1:12:51
33.8%	3375000	3275.000000208638	-102530.93004462775	205.66089093308906	131	1:12:48
33.8%	3380000	3280.0000002096567	-102918.37762781605	203.80156963884855	131	1:12:44
33.9%	3385000	3285.0000002106754	-103114.2985545788	203.56334568920838	131	1:12:41
33.9%	3390000	3290.000000211694	-102776.25550932065	201.7765512187882	131	1:12:38
34.0%	3395000	3295.0000002127126	-102945.91421350325	199.0714259277031	131	1:12:34
34.0%	3400000	3300.0000002137313	-102556.40964653715	201.04272653607407	131	1:12:31
34.0%	3405000	3305.00000021475	-103060.09591835039	200.5201848693227	131	1:12:28
34.1%	3410000	3310.0000002157685	-102827.44369703159	200.6978340550921	131	1:12:24
34.1%	3415000	3315.000000216787	-102939.69030323671	202.20948127930248	131	1:12:21
34.2%	3420000	3320.000000217806	-102995.22173852706	204.63572731893933	131	1:12:18
34.2%	3425000	3325.0000002188244	-102788.38735621423	197.45539033743472	131	1:12:15
34.3%	3430000	3330.000000219843	-102706.12074849149	199.95427070073595	131	1:12:11
34.4%	3435000	3335.0000002208617	-103192.12532773381	199.9840865176849	131	1:12:08
